OID_	year_of_aff	BA	Grids	agb	Afforest	Deforest	2020pnf	Disturb
5124271	1.994	0.566837668	730	58.4	1997	0	2	0
5124272	1.994	0.626721811	730	103.4	1997	0	2	0
5124273	1.994	0.520958858	730	81.6	1997	0	33	0
5124274	1.994	0.865647697	730	53.9	1997	0	33	0
5124275	1.994	0.606846848	730	69.1	1997	0	2	0
5124276	1.994	0.970072204	730	90.3	1997	0	33	0
5124277	1.994	0.677618341	730	106.1	1997	0	33	0
5124278	1.994	0.787720981	730	74.1	1997	0	33	0
5124279	1.994	0.689212666	730	66.2	1997	0	33	0
5124280	1.994	0.597646208	730	13.2	1997	0	2	0
5124281	1.994	0.534396339	730	16.9	2001	0	2	0
5124282	1.995	0.509123951	730	37.6	1999	0	2	0
5124284	1.996	0.745560434	730	73.4	1999	0	2	0
5124289	1.997	0.565139169	730	71.3	2000	0	2	0
5124291	1.997	0.507487926	730	17.6	2000	0	-9999	0
5124292	1.997	0.520997425	730	44.4	2000	0	2	0
5124293	1.997	0.508259974	730	1.5	2000	0	-9999	0
5124294	1.997	0.691600017	730	103.2	1997	0	33	0
5124297	1.9979999	0.508837161	730	12	2001	0	2	0
5124300	1.9979999	0.504685038	730	66.8	2002	0	33	0
5124301	1.9979999	0.509482225	730	28.1	2000	0	33	0
5124302	1.9979999	0.507326074	730	7.3	2000	0	2	0
5124307	1.9990001	0.518255917	730	11.4	2002	0	2	0
5124315	1.9990001	0.548934821	730	98.2	2002	0	2	0
5124322	1.9990001	0.552243396	730	1	2002	0	2	0
5124326	1.9990001	0.510071189	730	3.3	2002	0	2	0
5124333	1.9990001	0.542324853	730	74.8	2002	0	33	0
5124334	1.9990001	0.527495363	730	9	2017	0	33	0
5124338	1.9990001	0.511614472	730	105.6	2002	0	33	0
5124358	1.9990001	0.627795772	730	34.9	2002	0	2	0
5124359	2	0.53789607	730	12.4	2003	0	-9999	0
5124381	2	0.566905527	730	11.6	2003	0	2	0
5124384	2	0.549935144	730	32.6	2003	0	2	0
5124385	2	0.648365206	730	12.5	2003	0	2	0
5124387	2	0.56762961	730	1	2003	0	-9999	0
5124388	2	0.511341927	730	13.3	2003	0	-9999	0
5124389	2	0.640643876	730	15.7	2003	0	-9999	0
5124392	2	0.521907742	730	23.4	2003	0	2	0
5124393	2	0.543408781	730	23.3	2003	0	-9999	0
5124394	2	0.556597454	730	4.4	2003	0	-9999	0
5124409	2	0.503561273	730	94.6	2015	0	33	0
5124417	2	0.604268096	730	16.2	2003	0	-9999	0
5124433	2	0.614554017	730	2.2	2019	0	-9999	0
5124434	2	0.634411823	730	1.9	2003	0	-9999	0
5124435	2	0.627471904	730	13.7	2002	0	-9999	0
5124436	2	0.734081516	730	1.1	2003	0	-9999	0
5124442	2	0.541264532	730	99.6	2003	0	2	0
5124443	2	0.640520917	730	100.7	2003	0	2	0
5124474	2	0.764377008	730	4	2003	0	-9999	0
5124477	2	0.580208424	730	2.7	2003	0	-9999	0
5124525	2	0.606905344	730	9.4	2003	0	2	0
5124532	2	0.525115724	730	5.2	1997	0	2	0
5124540	2	0.516848105	730	9.6	2002	0	2	0
5124546	2	0.523245315	730	41.6	2003	0	2	0
5124558	2	0.642352744	730	92.3	2003	0	2	0
5124559	2	0.542380542	730	108.1	2003	0	2	0
5124578	2	0.557474673	730	13.6	2008	0	33	0
5124579	2	0.583868459	730	18.2	2003	0	33	0
5124584	2.0009999	0.951418119	730	9.5	2004	0	-9999	0
5124585	2.0009999	0.693191431	730	78.6	2004	0	2	0
5124587	2.0009999	0.551591076	730	42	2004	0	2	0
5124588	2.0009999	0.581480604	730	50.9	2005	0	2	0
5124589	2.0009999	0.50955537	730	91.9	2004	0	2	0
5124590	2.0009999	0.696314254	730	175.4	2004	0	2	0
5124592	2.0009999	0.519308784	730	33.8	2003	0	2	0
5124594	2.0009999	0.66089833	730	59.3	2004	0	2	0
5124595	2.0009999	0.623308922	730	63.5	2004	0	2	0
5124600	2.0009999	0.535572948	730	34.3	2004	0	-9999	0
5124602	2.0009999	0.764667352	730	18.6	2004	0	2	0
5124603	2.0009999	0.617293202	730	39.1	2004	0	2	0
5124606	2.0009999	0.592444855	730	31.6	2004	0	2	0
5124608	2.0009999	0.819783918	730	46.8	2004	0	2	0
5124611	2.0009999	0.958771912	730	80.7	2004	0	2	0
5124612	2.0009999	0.719454001	730	123.8	2004	0	2	0
5124614	2.0009999	0.694615252	730	0.3	2004	0	2	0
5124632	2.0009999	0.510649271	730	59.5	2004	0	-9999	0
5124633	2.0009999	0.601364001	730	90.9	2004	0	2	0
5124636	2.0009999	0.623594007	730	21.4	2004	0	2	0
5124637	2.0009999	0.591207311	730	77	2005	0	33	0
5124648	2.0009999	0.551996607	730	52	2004	0	2	0
5124650	2.0009999	0.540450337	730	3.2	2003	0	2	0
5124651	2.0009999	0.65609911	730	2.7	2004	0	2	0
5124652	2.0009999	0.841542324	730	11.1	2004	0	2	0
5124653	2.0009999	0.503437062	730	11.8	2018	0	2	0
5124661	2.0009999	0.519291685	730	41.2	2004	0	2	0
5124663	2.0009999	0.51075264	730	84.4	2004	0	-9999	0
5124664	2.0009999	0.577312791	730	75.9	2005	0	-9999	0
5124673	2.0009999	0.635952703	730	73.3	2004	0	2	0
5124682	2.0009999	0.586995656	730	67.9	2004	0	-9999	0
5124686	2.0020001	0.543125256	730	121.6	2005	0	2	0
5124687	2.0020001	0.603365501	730	143.6	2005	0	2	0
5124692	2.0020001	0.63352124	730	60.6	2005	0	-9999	0
5124695	2.0020001	0.816493993	730	119.4	2005	0	-9999	0
5124697	2.0020001	0.826463789	730	97.2	2005	0	-9999	0
5124704	2.0020001	0.621634206	730	40	2005	0	-9999	0
5124708	2.0020001	0.762542981	730	2.9	2004	0	-9999	0
5124718	2.0020001	0.691293258	730	11.9	2004	0	2	0
5124719	2.0020001	0.663586241	730	92.8	2006	0	-9999	0
5124720	2.0020001	0.594963785	730	45.2	2007	0	2	0
5124721	2.0020001	0.716907473	730	5.7	2005	0	2	0
5124722	2.0020001	0.589564917	730	58.6	2008	0	2	0
5124723	2.0020001	0.515662627	730	1.8	2005	0	2	0
5124724	2.0020001	0.60144877	730	51	2005	0	2	0
5124725	2.0020001	0.635386529	730	71.6	2005	0	2	0
5124727	2.0020001	0.620951258	730	71.3	2005	0	-9999	0
5124728	2.0020001	0.557562179	730	122.7	2005	0	2	0
5124729	2.0020001	0.517412008	730	9	2005	0	2	0
5124731	2.0020001	0.663273546	730	51.2	2005	0	-9999	0
5124732	2.0020001	0.506057103	730	54	2005	0	-9999	0
5124743	2.004	0.694613727	730	12.5	2007	0	2	0
5124744	2.004	0.514084871	730	9.3	2007	0	2	0
5124745	2.004	0.591858553	730	15.9	2007	0	2	0
5124747	2.004	0.575398922	730	30.1	2007	0	-9999	0
5124751	2.004	0.81778429	730	1.2	2007	0	2	0
5124757	2.004	0.622083997	730	23.6	2007	0	2	0
5124758	2.004	0.719254015	730	68.2	2007	0	-9999	0
5124761	2.004	0.532599852	730	3.1	2007	0	-9999	0
5124762	2.004	0.605074755	730	58.3	2004	0	2	0
5124763	2.004	0.68821592	730	35.9	2007	0	2	0
5124764	2.004	0.699541547	730	106.1	2007	0	2	0
5124766	2.004	0.776998617	730	38.4	2007	0	-9999	0
5124767	2.004	0.675569329	730	49.5	2008	0	-9999	0
5124768	2.004	0.560643126	730	44.3	2007	0	-9999	0
5124769	2.004	0.525800829	730	12.9	2007	0	-9999	0
5124770	2.004	0.607869427	730	8.8	2007	0	-9999	0
5124805	2.0049999	0.621326049	730	39.8	2003	0	2	0
5124809	2.0049999	0.67371502	730	73.8	2008	0	-9999	0
5124812	2.0049999	0.562550556	730	8.2	2008	0	2	0
5124816	2.0049999	0.508112976	730	9.2	2008	0	-9999	0
5124817	2.0049999	0.624654453	730	25.9	2008	0	2	0
5124818	2.0049999	0.66407889	730	11.4	2008	0	-9999	0
5124819	2.0049999	0.510590136	730	6.4	2008	0	2	0
5124838	2.0049999	0.518924724	730	4.9	2008	0	-9999	0
5124845	2.0049999	0.616975045	730	0.5	2008	0	2	0
5124857	2.0049999	0.519692876	730	13.5	2008	0	-9999	0
5124860	2.0049999	0.690389645	730	0.4	2008	0	-9999	0
5124862	2.0049999	0.667501818	730	41.3	2008	0	-9999	0
5124863	2.0049999	0.660281053	730	0.6	2008	0	2	0
5124864	2.0049999	1	730	24.1	2008	0	2	0
5124865	2.0049999	0.588210131	730	15.6	2008	0	2	0
5124871	2.0049999	0.603572423	730	0.3	2008	0	2	0
5124876	2.0049999	0.530047235	730	5.4	2008	0	-9999	0
5124878	2.0049999	0.659442518	730	11.8	2008	0	2	0
5124879	2.0049999	0.564442567	730	7.3	2008	0	2	0
5124889	2.0049999	0.578355974	730	1.7	2009	0	2	0
5124890	2.0049999	0.828459028	730	3.7	2008	0	2	0
5124892	2.0049999	0.792489098	730	5.1	2008	0	-9999	0
5124897	2.0049999	0.738640119	730	6.6	2008	0	-9999	0
5124898	2.0049999	0.616101212	730	36	2008	0	-9999	0
5124903	2.0049999	0.538143527	730	105.8	2008	0	33	0
5124904	2.0049999	0.513611589	730	60.1	2008	0	33	0
5124911	2.0049999	0.523613826	730	4.3	2008	0	-9999	0
5124915	2.0049999	0.613211585	730	8.8	2008	0	-9999	0
5124916	2.0049999	0.770184847	730	49.4	2008	0	-9999	0
5124919	2.0049999	0.553596854	730	101.1	2008	0	-9999	0
5124924	2.0049999	0.52117952	730	8.4	2014	0	2	0
5124936	2.0049999	0.606614679	730	106.6	2008	0	33	0
5124937	2.0049999	0.748110074	730	102.2	2009	0	33	0
5124946	2.0049999	0.664769836	730	3.2	2018	0	2	0
5124951	2.0049999	0.520492827	730	28.2	2008	0	2	0
5124952	2.0049999	0.687770265	730	12.9	2008	0	2	0
5124953	2.0049999	0.640558388	730	30.9	2008	0	2	0
5124954	2.0049999	0.527120217	730	9.9	2007	0	2	0
5124962	2.0049999	0.610298982	730	52.5	2013	0	-9999	0
5124963	2.0049999	0.562340035	730	15.9	2010	0	-9999	0
5124964	2.0049999	0.735807027	730	42.8	2008	0	-9999	0
5124966	2.0049999	0.567437256	730	4	2018	0	-9999	0
5124967	2.0049999	0.532132852	730	10.8	2003	0	-9999	0
5124968	2.0049999	0.657241941	730	30.7	2008	0	-9999	0
5124969	2.0049999	0.505688732	730	49	2004	0	-9999	0
5124970	2.0049999	0.638346857	730	40.7	2008	0	-9999	0
5124978	2.0049999	0.533223984	730	4.8	2008	0	-9999	0
5124979	2.0049999	0.512674736	730	10.6	2008	0	2	0
5124982	2.0049999	0.659351578	730	13.4	2007	0	33	0
5124983	2.0049999	0.549737132	730	15.8	2008	0	2	0
5124992	2.0060001	0.629362425	730	36.9	2008	0	-9999	0
5125004	2.0060001	0.608027037	730	1.9	2009	0	-9999	0
5125005	2.0060001	0.53501945	730	12.3	2008	0	2	0
5125025	2.0060001	0.501002303	730	109.9	2008	0	33	0
5125036	2.007	0.550459224	730	6.8	2009	0	-9999	0
5125101	2.007	0.653321348	730	17.1	2019	0	2	0
5125103	2.007	0.594730358	730	0.6	2019	0	2	0
5125106	2.0090001	0.552031362	730	9.6	2008	0	2	0
5125109	2.01	0.536140592	730	10.8	2013	0	-9999	0
5125110	2.01	0.504106837	730	29.8	2013	0	2	0
5125111	2.0120001	0.516575727	730	16.5	2015	0	-9999	0
5125112	2.0120001	0.557215244	730	3	2015	0	2	0
5125113	2.0120001	0.505856936	730	8.6	2015	0	-9999	0
5125114	2.0120001	0.521192326	730	39.3	2015	0	2	0
5125115	2.0120001	0.781687064	730	11.3	2015	0	2	0
5125116	2.0120001	0.532692039	730	1.9	2019	0	-9999	0
5125117	2.0120001	0.635956926	730	2.7	2000	0	-9999	0
5125118	2.0120001	0.677386158	730	2.8	2015	0	-9999	0
5125119	2.0120001	0.731851129	730	8.2	2015	0	-9999	0
5125120	2.013	0.514634402	730	5.5	2016	0	2	0
5125121	2.013	0.591979821	730	30.5	2016	0	2	0
5125122	2.013	0.556104986	730	0.3	2016	0	-9999	0
5125123	2.013	0.541811302	730	41.5	2016	0	2	0
5125124	2.013	0.628794787	730	9.8	2016	0	2	0
5125125	2.013	0.694909283	730	10.8	2016	0	2	0
5125126	2.013	0.514366884	730	18	2016	0	-9999	0
5125127	2.013	0.556597454	730	17.9	2016	0	2	0
5125128	2.013	0.505105145	730	51.1	2016	0	2	0
5125129	2.013	0.500553698	730	49.2	2016	0	2	0
5125131	2.013	0.505962017	730	32.6	2016	0	2	0
5125132	2.013	0.735602269	730	35.4	2016	0	2	0
5125133	2.013	0.513221072	730	7	2019	0	2	0
5125134	2.013	0.5540866	730	12.9	2016	0	-9999	0
5125135	2.013	0.562734767	730	6.7	2016	0	2	0
5125136	2.014	0.752148296	730	14.5	2017	0	-9999	0
5125138	2.014	0.502927503	730	4.7	2017	0	2	0
5125141	2.014	0.53825697	730	14.9	2002	0	2	0
5125143	2.014	0.835078656	730	0.4	2017	0	2	0
5125147	2.014	0.512832189	730	9.9	2017	0	2	0
5125148	2.014	0.806153871	730	3	2017	0	2	0
5125151	2.014	0.543314883	730	12.9	2017	0	-9999	0
5125152	2.014	0.560709871	730	20.4	2017	0	-9999	0
5125153	2.014	0.545900781	730	0.1	2017	0	-9999	0
5125155	2.014	0.703033343	730	18.6	2017	0	2	0
5125157	2.014	0.520685017	730	1.1	2017	0	2	0
5125158	2.014	0.554182158	730	13.3	2017	0	2	0
5125161	2.014	0.544904576	730	0.3	2017	0	2	0
5125164	2.014	0.73282477	730	3.9	2017	0	-9999	0
5125165	2.014	0.585842509	730	2.9	2017	0	-9999	0
5125166	2.014	0.517894717	730	3	2017	0	-9999	0
5125167	2.014	0.642929469	730	25.7	2017	0	2	0
5125169	2.014	0.512803798	730	41.2	2017	0	-9999	0
5125170	2.014	0.644074878	730	20.4	2017	0	-9999	0
5125172	2.014	0.570087146	730	18.2	2018	0	-9999	0
5125176	2.0149999	0.65799694	730	10.5	2018	0	2	0
5125177	2.0149999	0.534940792	730	15.4	2018	0	2	0
5125178	2.0149999	0.551111583	730	0.5	2019	0	2	0
5125179	2.0149999	0.605154533	730	78.2	2018	0	2	0
5125180	2.0149999	0.621594022	730	57.7	2018	0	2	0
5125182	2.0149999	0.622877308	730	35.8	2018	0	-9999	0
5125184	2.0149999	0.716671821	730	1.4	2018	0	-9999	0
5125186	2.0149999	0.564634862	730	17.7	2018	0	2	0
5125187	2.0149999	0.532857556	730	12.8	2018	0	2	0
5125188	2.0149999	0.568221456	730	0.4	2018	0	-9999	0
5125189	2.0149999	0.659259802	730	12.7	2018	0	-9999	0
5125190	2.0149999	0.535285341	730	12.4	2018	0	-9999	0
5125191	2.0149999	0.619896105	730	26.1	2018	0	2	0
5125192	2.0149999	0.528580093	730	3.9	2018	0	2	0
5125194	2.0149999	0.536579321	730	37.6	2018	0	-9999	0
5125195	2.0149999	0.655343388	730	56.3	2018	0	-9999	0
5125197	2.0149999	0.746517484	730	7.6	2018	0	2	0
5125199	2.0149999	0.530864977	730	34	2018	0	2	0
5125200	2.0149999	0.580863747	730	1.4	2018	0	-9999	0
5125201	2.0149999	0.500716976	730	18.9	2016	0	-9999	0
5125202	2.0149999	0.570786357	730	29.3	2018	0	2	0
5125203	2.0149999	0.547907316	730	15.3	2018	0	2	0
5125204	2.0149999	0.862616938	730	11.2	2018	0	-9999	0
5125205	2.0149999	0.664044843	730	80.9	2018	0	2	0
5125206	2.0160001	0.888792304	730	17.2	2019	0	-9999	0
5125207	2.0160001	0.704027384	730	14.7	2019	0	-9999	0
5125209	2.0160001	0.796693233	730	19.9	2019	0	-9999	0
5125210	2.0160001	0.551996607	730	16.8	2019	0	-9999	0
5125211	2.0160001	0.511761824	730	0.3	2019	0	-9999	0
5125212	2.0160001	0.5161292	730	0.6	2019	0	-9999	0
5125214	2.0160001	0.843924838	730	0.4	2019	0	-9999	0
5125215	2.0160001	0.500027738	730	16.5	2019	0	-9999	0
5125216	2.0160001	0.628161441	730	10.1	2019	0	-9999	0
5125221	2.0160001	0.576051245	730	13	2019	0	2	0
5125223	2.0160001	0.630774194	730	14.8	2019	0	2	0
5125224	2.0160001	0.646001437	730	2.1	2019	0	2	0
5125225	2.0160001	0.513732577	730	2.3	2019	0	2	0
5125226	2.0160001	0.58472707	730	16.8	2019	0	2	0
5125227	2.0160001	0.561293599	730	2.7	2019	0	2	0
5125228	2.0160001	0.694074638	730	9.1	2019	0	2	0
5125232	2.0160001	0.65876149	730	23	2019	0	2	0
5125234	2.0160001	0.588570513	730	2.6	2019	0	2	0
5125235	2.0160001	0.855416366	730	0.5	2019	0	2	0
5125237	2.0160001	0.688754732	730	5.7	2019	0	2	0
5125238	2.0160001	0.639298924	730	5.9	2019	0	2	0
5125239	2.0160001	0.851054009	730	3.5	2019	0	2	0
5125240	2.0160001	0.653206132	730	0.6	2019	0	2	0
5125241	2.0160001	0.540203429	730	6.6	2019	0	2	0
5125242	2.0160001	0.544142486	730	0.3	2019	0	2	0
5125243	2.0160001	0.513711058	730	0.3	2019	0	2	0
5125245	2.0160001	0.627405116	730	11	2019	0	2	0
5125246	2.0160001	0.572314376	730	6.6	2019	0	2	0
5125249	2.0160001	0.580674666	730	2.2	2019	0	-9999	0
5125251	2.0160001	0.616120893	730	18.1	2019	0	2	0
5125252	2.0160001	0.525146847	730	8.4	2019	0	2	0
5125253	2.0160001	0.586878932	730	3.2	2019	0	2	0
5125254	2.0160001	0.647709149	730	6.1	2019	0	2	0
5125255	2.0160001	0.563720969	730	2.3	2019	0	2	0
5125256	2.0160001	0.566417563	730	7.2	2019	0	2	0
5125257	2.0160001	0.669146507	730	11.5	2019	0	2	0
5125259	2.0160001	0.654276869	730	5.5	2019	0	2	0
5125260	2.0160001	0.737338303	730	7.4	2019	0	-9999	0
5125261	2.0160001	0.807333034	730	0.3	2019	0	-9999	0
5125262	2.0160001	0.914684039	730	7.3	2019	0	-9999	0
5125263	2.0160001	0.963451639	730	11.3	2019	0	-9999	0
5125265	2.0160001	0.600350996	730	4.6	2017	0	-9999	0
5125266	2.0160001	0.598281359	730	0.5	2019	0	-9999	0
5125267	2.0160001	0.586969662	730	8.6	2019	0	-9999	0
5125268	2.0160001	0.563100257	730	6.3	2019	0	-9999	0
5125269	2.0160001	0.504372109	730	7.5	2019	0	-9999	0
5125272	2.0160001	0.508431793	730	11.5	2019	0	2	0
5125273	2.0160001	0.540912342	730	17.7	2019	0	-9999	0
5125274	2.0160001	0.888126983	730	6.8	2019	0	2	0
5125275	2.0160001	0.585816003	730	24.7	2019	0	2	0
5125277	2.0160001	0.681395945	730	9.1	2019	0	-9999	0
5125278	2.0160001	0.605939607	730	0.5	2019	0	2	0
5125279	2.0160001	0.714138109	730	1.5	2019	0	2	0
5125280	2.0160001	0.70248859	730	24.1	2019	0	2	0
5125282	2.0160001	0.563054803	730	0.2	2019	0	-9999	0
5125284	2.0160001	0.52046938	730	49.1	2019	0	2	0
5125285	2.0160001	0.583311716	730	22	2019	0	-9999	0
5125286	2.0160001	0.637268697	730	8.3	2017	0	-9999	0
5125288	2.0160001	0.574789709	730	4.5	2019	0	2	0
5125289	2.0160001	0.602927168	730	51.7	2019	0	2	0
5125290	2.0160001	0.516676806	730	4.5	2017	0	-9999	0
5125291	2.0160001	0.73259819	730	0.9	2016	0	2	0
5125292	2.0160001	0.573034854	730	4.9	2019	0	2	0
5125293	2.0160001	0.541700565	730	4.8	2019	0	2	0
5125294	2.0160001	0.54071959	730	7.2	2019	0	2	0
5125296	2.0160001	0.713941561	730	1.8	2019	0	2	0
5125297	2.0160001	0.834896181	730	6.5	2019	0	-9999	0
5125298	2.0160001	0.518707092	730	7	2002	0	-9999	0
5125300	2.0160001	0.502096013	730	5.2	2019	0	2	0
5125303	2.0160001	0.781719974	730	0.4	2019	0	-9999	0
5125304	2.0160001	0.523516652	730	3.3	2017	0	-9999	0
5125306	2.0160001	0.530373458	730	9	2019	0	-9999	0
5125307	2.0160001	0.625823601	730	7.4	2019	0	-9999	0
5125309	2.0160001	0.6071695	730	14.3	2019	0	-9999	0
5125311	2.0160001	0.578652531	730	1.8	2017	0	2	0
5125313	2.0160001	0.556597454	730	8.4	2019	0	-9999	0
5125314	2.0160001	0.615154147	730	5.4	2019	0	-9999	0
5125315	2.0160001	0.513359469	730	13.4	2019	0	2	0
5125316	2.0160001	0.669809415	730	13.1	2019	0	2	0
5125317	2.0160001	0.533438233	730	18.3	2019	0	2	0
5125318	2.0160001	0.774465819	730	36.9	2019	0	2	0
5125319	2.0160001	1	730	19.3	2019	0	-9999	0
5125320	2.0160001	0.760613112	730	4.6	2019	0	-9999	0
5125322	2.0160001	0.587419894	730	22.2	2019	0	-9999	0
5125323	2.0160001	0.866777267	730	6.2	2019	0	-9999	0
5125324	2.0160001	0.860064182	730	1.6	2019	0	-9999	0
5125325	2.0160001	0.62607981	730	13.1	2019	0	2	0
5125326	2.0160001	0.94961035	730	6.1	2019	0	2	0
5125330	2.0160001	0.667236152	730	4.8	2019	0	2	0
5125331	2.0160001	0.747615154	730	4.3	2019	0	2	0
5125332	2.0160001	0.597250666	730	88.9	2019	0	2	0
5125333	2.0160001	0.651533679	730	48.7	2019	0	2	0
5125334	2.0160001	0.783731492	730	17.9	2019	0	33	0
5125335	2.0160001	0.652691996	730	6.2	2019	0	33	0
5125336	2.0160001	0.519451457	730	0.5	2019	0	2	0
5125337	2.0160001	0.629197712	730	49	2019	0	2	0
5125338	2.0160001	0.670051933	730	35.9	2019	0	2	0
5125339	2.0160001	0.647110036	730	36.3	2019	0	2	0
5125340	2.0160001	0.57701817	730	13	2019	0	2	0
5125341	2.0160001	0.784544315	730	44.8	2019	0	2	0
5125342	2.0160001	0.631306924	730	43.4	2019	0	2	0
5125343	2.0160001	0.67017805	730	55.2	2019	0	2	0
5125344	2.0160001	0.708098137	730	25.6	2019	0	2	0
5125345	2.0160001	0.686505984	730	5	2019	0	-9999	0
5125346	2.0160001	0.724702407	730	18	2019	0	-9999	0
5125347	2.0160001	0.644784773	730	65.5	2019	0	2	0
5125348	2.0160001	0.555924965	730	29.3	2019	0	2	0
5125349	2.0160001	0.704392262	730	5.1	2017	0	2	0
5125350	2.0160001	0.714037883	730	7.8	2019	0	-9999	0
5125351	2.0160001	0.576217847	730	52.1	2019	0	2	0
5125353	2.0160001	0.626377063	730	42.5	2019	0	2	0
5125354	2.0160001	0.563146589	730	52.3	2019	0	2	0
5125355	2.0160001	0.510552704	730	55.6	2019	0	2	0
5125357	2.0160001	0.64788462	730	1.8	2019	0	2	0
5125358	2.0160001	0.501202016	730	12	2019	0	2	0
5126807	1.987	0.53789607	730	20.5	1990	0	2	0
5126811	1.987	0.68406291	730	1	1990	0	2	0
5126814	1.987	0.515279717	730	34.9	1990	0	2	0
5126815	1.987	0.524339902	730	105.1	1990	0	2	0
5126816	1.987	0.504816998	730	65.3	1990	0	2	0
5126817	1.987	0.593512706	730	71.1	1990	0	2	0
5126819	1.987	0.509820813	730	63.1	1991	0	2	0
5126821	1.987	0.670063805	730	62.6	1990	0	2	0
5126822	1.987	0.619492388	730	83.5	1990	0	2	0
5126823	1.987	0.587553913	730	128.3	1990	0	2	0
5126825	1.987	0.530665639	730	83.7	1990	0	2	0
5126826	1.987	0.661047629	730	37.4	1990	0	2	0
5126827	1.987	0.605898562	730	29.4	1990	0	2	0
5126828	1.987	0.510409113	730	70.9	1990	0	2	0
5126830	1.987	0.64883661	730	24.2	1990	0	2	0
5126833	1.987	0.514023702	730	39.5	1990	0	2	0
5126834	1.987	0.53162746	730	107.6	1991	0	2	0
5126836	1.987	0.526999567	730	171.6	1990	0	2	0
5126837	1.987	0.738448931	730	356.6	1990	0	2	0
5126838	1.987	0.825360973	730	238.8	1990	0	2	0
5126839	1.987	0.674223295	730	145.5	1990	0	2	0
5126841	1.987	0.568280091	730	1.7	1990	0	2	0
5126842	1.987	0.955007299	730	68.6	1990	0	2	0
5126844	1.987	0.560499129	730	105.9	1990	0	2	0
5126846	1.9880001	0.707909519	730	72.9	1991	0	2	0
5126847	1.9880001	0.505704198	730	19.3	1992	0	2	0
5126848	1.9880001	0.505675913	730	81.3	1991	0	2	0
5126849	1.989	0.523752822	730	88.7	1992	0	2	0
5126850	1.989	0.557779065	730	96.6	1993	0	2	0
5126852	1.989	0.860675303	730	142.6	1992	0	2	0
5126855	1.99	0.804738795	730	76.4	1993	0	2	0
5126863	1.99	0.769367569	730	54.3	1993	0	2	0
5126868	1.99	0.560222487	730	56.2	1993	0	2	0
5126869	1.99	0.539071508	730	29.7	1993	0	2	0
5126871	1.99	0.574938089	730	14.3	1993	0	2	0
5126872	1.99	0.636591476	730	14.9	1993	0	-9999	0
5126873	1.99	0.796128416	730	25.9	1993	0	-9999	0
5126875	1.99	0.521126982	730	76.9	1993	0	2	0
5126878	1.99	0.592663935	730	20.8	1993	0	-9999	0
5126879	1.99	0.875092499	730	31.6	1993	0	-9999	0
5126880	1.99	0.52685544	730	16.7	1993	0	2	0
5126881	1.99	0.678272583	730	157.2	1993	0	2	0
5126882	1.99	0.512433894	730	231.4	1993	0	2	0
5126883	1.99	0.594338807	730	31	1993	0	2	0
5126885	1.99	0.551765466	730	6.8	1993	0	2	0
5126886	1.99	0.536891083	730	71.1	1997	0	2	0
5126888	1.991	0.691586938	730	11.2	1994	0	2	0
5126889	1.991	0.602545637	730	0.5	1994	0	2	0
5126891	1.991	0.575666123	730	37.1	1994	0	2	0
5126892	1.991	0.747323709	730	12.7	1994	0	2	0
5126893	1.991	0.801430192	730	1.8	1994	0	2	0
5126894	1.991	0.528875388	730	70.8	1994	0	2	0
5126895	1.991	0.615737197	730	86.2	1998	0	2	0
5126898	1.991	0.517606531	730	74.9	1994	0	2	0
5126902	1.991	0.575274042	730	7.4	1994	0	2	0
5126903	1.991	0.754260466	730	34.6	1994	0	2	0
5126906	1.991	0.811055387	730	50.5	1994	0	2	0
5126912	1.991	0.531989919	730	73.7	1994	0	2	0
5126913	1.991	0.618381891	730	54	1994	0	2	0
5126914	1.991	0.503698438	730	66.8	1994	0	2	0
5126916	1.991	0.630158588	730	20.9	1994	0	2	0
5126918	1.991	0.55652964	730	33.8	1994	0	2	0
5126919	1.991	0.538630572	730	86	1994	0	2	0
5126922	1.991	0.660730494	730	1.3	1994	0	2	0
5126924	1.991	0.501230519	730	5.2	1994	0	2	0
5126934	1.991	0.74799126	730	16.7	1994	0	-9999	0
5126937	1.991	0.741798543	730	99	1994	0	2	0
5126938	1.991	0.527569718	730	91.5	1994	0	2	0
5126940	1.991	0.508652951	730	5.3	2001	0	2	0
5126941	1.991	0.540239907	730	8.3	1994	0	-9999	0
5126942	1.991	0.705179075	730	6.2	1994	0	-9999	0
5126943	1.991	0.905523739	730	18.5	1994	0	-9999	0
5126944	1.991	0.922715108	730	13.7	1994	0	2	0
5126945	1.991	0.748030195	730	57.9	1994	0	2	0
5126946	1.991	0.549930869	730	23.7	1994	0	2	0
5126947	1.991	0.507966423	730	44.1	1994	0	2	0
5126948	1.991	0.506700177	730	8.4	1994	0	2	0
5126949	1.991	0.536148578	730	92.5	1994	0	2	0
5126950	1.991	0.508386247	730	60.1	1994	0	-9999	0
5126952	1.991	0.685492372	730	91.9	1994	0	2	0
5126955	1.994	0.520858782	730	16.9	1994	0	2	0
5126957	1.994	0.561418439	730	46.3	1994	0	-9999	0
5126958	1.994	0.624741497	730	14.1	1997	0	2	0
5126959	1.994	0.522807293	730	20.3	2009	0	2	0
5126960	1.994	0.509042982	730	13.1	1997	0	2	0
5126961	1.994	0.507440896	730	26.6	1990	0	2	0
5126962	1.994	0.566375661	730	53.3	1997	0	-9999	0
5126963	1.994	0.630960914	730	65.2	1997	0	-9999	0
5126964	1.994	0.533326274	730	21.8	1997	0	2	0
