OID_,VALUE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN,PCT90,PCT95,PCT100
185,186,125748.000000000000000,0.009132741677870,1,2343,2342,591.727367433000040,461.537398633000009,74408533.000000000000000,1688,115,1469,445,1264,1388,2343
186,187,11317490.000000000000000,0.821959097655000,1,4679,4678,1007.507104310000045,722.285449488000040,11402451578.000000000000000,4456,612,4627,812,2022,2557,4679
187,188,9340112.000000000000000,0.678347410204000,1,4714,4713,905.543655044000047,678.336181547000024,8457879159.000000000000000,4445,453,4430,699,1824,2275,4714
188,189,8796664.000000000000000,0.638878232171000,1,4837,4836,989.672039764000033,726.305845739999995,8705812404.000000000000000,4365,479,3928,780,1978,2443,4837
189,190,6675860.000000000000000,0.484849897077000,1,4653,4652,892.960590844999956,624.332365492000008,5961279890.000000000000000,4209,416,3911,752,1695,2032,4653
190,191,4795082.000000000000000,0.348254009847000,1,4470,4469,736.227531874999954,475.438189814999987,3530271386.000000000000000,3414,338,2751,644,1374,1539,4470
191,192,4938004.000000000000000,0.358634053315000,1,4464,4463,782.966607155000020,421.121803243999977,3866292238.000000000000000,3094,847,2077,775,1331,1429,4464
192,193,6475660.000000000000000,0.470309905316000,1,4628,4627,860.208468788999994,367.747557144999973,5570417573.000000000000000,2566,932,1861,879,1329,1405,4628
193,194,6735429.000000000000000,0.489176234585000,1,4237,4236,904.027852716999973,336.002784535999979,6089015416.000000000000000,2118,918,1939,924,1321,1388,4237
194,195,2713741.000000000000000,0.197091767135000,1,4385,4384,808.753736631000038,377.087420800000018,2194748174.000000000000000,2119,923,1721,854,1285,1369,4385
195,196,4446044.000000000000000,0.322904311325000,1,4131,4130,870.474546135999958,365.188388056000008,3870168133.000000000000000,2203,923,1774,912,1318,1388,4131
196,197,537813.000000000000000,0.039059923020700,1,3399,3398,774.926513491000037,382.905749101000026,416765553.000000000000000,1865,953,1564,831,1251,1343,3399
197,198,25999.000000000000000,0.001888237990930,1,2195,2194,641.157736836000026,497.661447752000015,16669460.000000000000000,1605,121,451,474,1360,1434,2195
198,199,2223.000000000000000,0.000161450557861,3,1561,1558,216.909581645999992,252.824283307999991,482190.000000000000000,383,134,3,120,561,867,1561
199,200,2324.000000000000000,0.000168785918340,1,298,297,87.938468158299997,43.604416991100003,204369.000000000000000,187,114,5,80,148,169,298
200,201,205057.000000000000000,0.014892742709500,1,2571,2570,666.522869250999975,471.444459113999983,136675180.000000000000000,1763,106,1660,620,1342,1425,2571
201,202,6685.000000000000000,0.000485513710887,1,1359,1358,217.186237846000012,231.967821748000006,1451890.000000000000000,461,69,18,129,519,711,1359
202,203,12400810.000000000000000,0.900637738384000,1,4709,4708,1201.171171720000075,805.788313881000022,14895495478.000000000000000,4540,607,4197,976,2416,2834,4709
203,204,11331875.000000000000000,0.823003841818000,1,4699,4698,1080.858949469999970,759.848945361999995,12248158508.000000000000000,4456,485,4473,865,2162,2625,4699
204,205,8525606.000000000000000,0.619192012957000,1,4985,4984,980.517375539000000,745.516405908000024,8359504820.000000000000000,4330,450,4170,751,1989,2433,4985
205,206,7930304.000000000000000,0.575956817277000,1,4453,4452,817.729620453000052,569.193442539999978,6484844480.000000000000000,4182,321,2751,703,1526,1846,4453
206,207,5674914.000000000000000,0.412153860150000,1,4300,4299,651.309710948999964,428.668477149000012,3696126597.000000000000000,2941,290,2422,554,1268,1434,4300
207,208,6585045.000000000000000,0.478254245969000,1,4344,4343,695.913931339999976,428.364260759999979,4582624554.000000000000000,3135,292,2156,649,1301,1420,4344
208,209,6460305.000000000000000,0.469194712642000,1,4515,4514,805.316932714000018,412.231238922999978,5202593007.000000000000000,3247,878,2196,805,1338,1434,4515
209,210,8130917.000000000000000,0.590526804126000,1,4267,4266,923.518809501999954,382.961694281999996,7509054788.000000000000000,3011,924,2855,941,1382,1468,4267
210,211,4281245.000000000000000,0.310935399725000,1,4664,4663,865.931791335999947,386.517584182000007,3707266152.000000000000000,2386,911,1977,897,1348,1430,4664
211,212,4672955.000000000000000,0.339384251736000,1,4606,4605,845.218031417000020,393.457270587999972,3949665826.000000000000000,2578,892,2016,870,1343,1428,4606
212,213,2233619.000000000000000,0.162221787494000,1,4401,4400,940.862309552000056,380.115409132000025,2101527931.000000000000000,2496,875,1860,954,1393,1471,4401
213,214,758807.000000000000000,0.055110127511900,1,4340,4339,949.502237064000042,435.932187822999992,720488944.000000000000000,2359,1417,1861,964,1448,1546,4340
214,215,59254.000000000000000,0.004303459899010,1,2165,2164,474.076484288000017,404.089143051000008,28090928.000000000000000,1477,115,489,295,1098,1243,2165
215,216,19713.000000000000000,0.001431702585300,1,1915,1914,336.540962815999990,353.893399460000012,6634232.000000000000000,1183,109,406,182,972,1183,1915
216,217,51021.000000000000000,0.003705519079000,1,1617,1616,248.043178299000004,261.633717083000022,12655411.000000000000000,1287,114,530,157,570,907,1617
217,218,40302.000000000000000,0.002927026712960,1,1742,1741,530.385638429999972,336.494399330000022,21375602.000000000000000,1288,120,592,495,976,1110,1742
218,219,10390009.000000000000000,0.754598627634000,1,4677,4676,1136.430637550000029,784.303874627000027,11807524552.000000000000000,4471,538,4437,924,2271,2741,4677
219,220,5791537.000000000000000,0.420623877428000,1,4695,4694,734.276093547999949,568.194850145000032,4252587164.000000000000000,4082,303,2805,554,1519,1825,4695
220,221,5310234.000000000000000,0.385668124909000,1,4260,4259,666.436759284000004,443.764665343999980,3538935138.000000000000000,3181,325,2359,557,1293,1468,4260
221,222,5883397.000000000000000,0.427295424097000,1,4384,4383,674.583589718999974,421.544357176000005,3968843068.000000000000000,3111,332,2579,592,1259,1435,4384
222,223,4836285.000000000000000,0.351246473785000,1,4410,4409,662.127800160999982,443.460937885000021,3202238748.000000000000000,3354,151,2188,579,1290,1420,4410
223,224,5378414.000000000000000,0.390619856369000,1,4446,4445,772.662966815000004,477.373291843999993,4155701318.000000000000000,3917,520,2378,727,1361,1484,4446
224,225,5846763.000000000000000,0.424634794436000,1,4405,4404,749.258380577000025,427.685679671999992,4380736177.000000000000000,3486,511,2607,714,1309,1430,4405
225,226,9251765.000000000000000,0.671931003351000,1,5027,5026,771.100838920999990,466.171020069000008,7134043753.000000000000000,4210,548,4142,710,1320,1495,5027
226,227,8478140.000000000000000,0.615744684041000,1,4413,4412,849.605292788000042,449.745702934000008,7203072617.000000000000000,4110,802,3880,828,1369,1483,4413
227,228,4569675.000000000000000,0.331883300942000,1,4319,4318,893.243424531999949,390.492070453999986,4081832146.000000000000000,2723,875,1840,919,1367,1449,4319
228,229,1120745.000000000000000,0.081396718610000,1,4332,4331,899.106250753000040,452.731419771999981,1007668835.000000000000000,2284,1411,1847,950,1433,1530,4332
229,230,23605.000000000000000,0.001714368159380,1,2173,2172,638.733403940000017,553.841775336999945,15077302.000000000000000,1045,111,6,306,1370,1425,2173
230,231,102838.000000000000000,0.007468849513860,1,2542,2541,804.594653727000036,468.873338348999994,82742905.000000000000000,1704,1378,1473,909,1381,1439,2542
231,232,537455.000000000000000,0.039033922436000,1,2191,2190,326.965442687999996,303.003853505999984,175729212.000000000000000,1606,96,1288,225,779,1030,2191
232,233,763353.000000000000000,0.055440291360700,1,2523,2522,565.904242204999946,418.225129755000012,431984701.000000000000000,1932,272,1846,458,1205,1386,2523
233,234,399723.000000000000000,0.029030814817800,1,2333,2332,510.170387994000009,396.575098342999979,203926838.000000000000000,1738,121,1918,401,1120,1285,2333
234,235,7591076.000000000000000,0.551319592877000,1,4776,4775,1004.694549629999983,743.399725128999989,7626712683.000000000000000,4368,505,4206,799,1987,2600,4776
235,236,3306679.000000000000000,0.240155271803000,1,4537,4536,620.281239877999951,554.303087252999944,2051070950.000000000000000,4081,275,2430,454,1330,1666,4537
236,237,2966703.000000000000000,0.215463722158000,1,4314,4313,506.352424559999974,369.326901752000026,1502197257.000000000000000,2708,324,2612,420,996,1241,4314
237,238,3044304.000000000000000,0.221099675708000,1,4093,4092,598.303211833999967,378.527202371999977,1821416861.000000000000000,2341,388,2090,521,1130,1318,4093
238,239,3890896.000000000000000,0.282585393513000,1,4390,4389,647.233214406000002,384.453027895999981,2518317125.000000000000000,2342,484,2119,589,1204,1349,4390
239,240,3316624.000000000000000,0.240877550614000,1,4392,4391,603.340298749999988,456.641537469000014,2001052915.000000000000000,3621,239,2486,501,1176,1406,4392
240,241,9742963.000000000000000,0.707605403315000,1,4623,4622,701.008300965999979,551.499248078000051,6829897939.000000000000000,4263,501,4229,583,1323,1643,4623
241,242,8893557.000000000000000,0.645915312199000,1,4867,4866,700.142973953000023,490.373205084999995,6226761447.000000000000000,4243,528,4297,614,1300,1535,4867
242,243,6030557.000000000000000,0.437983262196000,1,4994,4993,683.038977992000014,523.962313868000024,4119105490.000000000000000,4201,145,4211,585,1320,1527,4994
243,244,8768172.000000000000000,0.636808934243000,1,4459,4458,782.749481078000031,482.196351436999976,6863282083.000000000000000,4110,808,3992,762,1367,1477,4459
244,245,4944213.000000000000000,0.359084996416000,1,4476,4475,832.088610867000057,491.681111731999977,4114023327.000000000000000,2955,99,2282,884,1432,1532,4476
245,246,4140554.000000000000000,0.300717387833000,1,2547,2546,833.812377763999962,458.605007141999977,3452445176.000000000000000,2157,1410,2088,895,1408,1504,2547
246,247,1653180.000000000000000,0.120066051842000,1,2346,2345,778.299106570000049,452.644848645000025,1286668517.000000000000000,1972,1180,1910,823,1373,1444,2346
247,248,513324.000000000000000,0.037281352300200,1,1894,1893,354.280664843000011,276.942313651000006,181860768.000000000000000,1520,188,1348,264,752,933,1894
248,249,8021.000000000000000,0.000582543825732,1,1774,1773,325.834933299999989,356.532246325000017,2613522.000000000000000,577,106,222,155,857,1189,1774
249,250,88539.000000000000000,0.006430351301150,1,1931,1930,369.333807701000012,256.018567533000009,32700446.000000000000000,1164,129,782,341,681,836,1931
250,251,7713409.000000000000000,0.560204312218000,1,5100,5099,731.168469479999999,545.789543282999944,5639801453.000000000000000,4256,508,4092,596,1337,1740,5100
251,252,4813104.000000000000000,0.349562899615000,1,4557,4556,560.288971317000005,484.965354755000021,2696729089.000000000000000,4039,275,3397,430,1175,1467,4557
252,253,5722547.000000000000000,0.415613317830000,1,4369,4368,578.097260538000000,464.151215841000010,3308188744.000000000000000,3923,322,2936,451,1208,1474,4369
253,254,3568734.000000000000000,0.259187627151000,1,4315,4314,547.193937401999960,396.784658955999987,1952789609.000000000000000,2967,328,2143,446,1109,1325,4315
254,255,3788562.000000000000000,0.275153148174000,1,4249,4248,545.349470063000012,395.403429161000020,2066090279.000000000000000,3151,247,2147,445,1104,1323,4249
255,256,6256847.000000000000000,0.454418101035000,1,4414,4413,585.030461028999980,482.870060068999976,3660446085.000000000000000,4074,303,3280,461,1166,1460,4414
256,257,9326268.000000000000000,0.677341957428000,1,4545,4544,613.234941993999996,472.354073839000023,5719193416.000000000000000,4155,193,4129,518,1138,1465,4545
257,258,4186053.000000000000000,0.304021858788000,1,4322,4321,444.226854032000006,355.316774065999994,1859557155.000000000000000,3024,168,2987,327,879,1108,4322
258,259,2832751.000000000000000,0.205735145853000,1,3959,3958,376.806948793000004,298.683652952999978,1067400261.000000000000000,2235,181,1974,279,762,994,3959
259,260,4096811.000000000000000,0.297540450473000,1,5057,5056,822.813219842999956,669.668191020999984,3370910250.000000000000000,4260,449,3992,631,1647,2078,5057
260,261,10750247.000000000000000,0.780761752269000,1,5016,5015,874.582815538999967,708.235090106000030,9401981289.000000000000000,4454,526,4484,706,1624,2206,5016
261,262,4772028.000000000000000,0.346579659347000,1,4537,4536,661.687526142000024,474.699965032000023,3157591402.000000000000000,3561,99,2428,583,1323,1448,4537
262,263,1060894.000000000000000,0.077049900194100,1,3909,3908,343.084178060999989,325.145226358000002,363975946.000000000000000,1812,126,1845,226,790,1090,3909
263,264,92982.000000000000000,0.006753034534880,1,2047,2046,472.468337958000006,308.538168718000009,43931051.000000000000000,1381,417,1047,440,887,1075,2047
264,265,7065.000000000000000,0.000513112096846,1,1527,1526,115.341967444999995,94.481255742700000,814891.000000000000000,327,70,10,99,191,237,1527
265,266,1354.000000000000000,0.000098337406812,8,1427,1419,337.011078286999975,272.133974675999980,456313.000000000000000,393,199,16,236,730,948,1427
266,267,10729553.000000000000000,0.779258802271000,1,4591,4590,923.562940039999944,645.322137729000019,9909417514.000000000000000,4325,571,4393,741,1709,2279,4591
267,268,7224100.000000000000000,0.524667105283000,1,4631,4630,697.008153956999990,553.858321132000015,5035256605.000000000000000,4216,362,3586,541,1421,1732,4631
268,269,7577510.000000000000000,0.550334330498000,1,4562,4561,708.550346485999967,496.583453801000019,5369047336.000000000000000,3968,450,3037,582,1384,1656,4562
269,270,2989146.000000000000000,0.217093697359000,1,4513,4512,575.394108886000026,459.442653517999986,1719936999.000000000000000,3619,281,2295,453,1187,1459,4513
270,271,3816943.000000000000000,0.277214384469000,1,4285,4284,490.781745495999985,398.842773329000011,1873285948.000000000000000,3421,285,1995,391,1013,1290,4285
271,272,5792069.000000000000000,0.420662515168000,1,4323,4322,564.965173067000023,476.878008474000012,3272317265.000000000000000,3930,295,3159,433,1183,1463,4323
272,273,9486098.000000000000000,0.688949983817000,1,4394,4393,589.500434424999980,477.376404428999990,5592058892.000000000000000,4032,189,3975,491,1101,1473,4394
273,274,3970583.000000000000000,0.288372847676000,1,4237,4236,374.355152883000017,302.619046460999982,1486408206.000000000000000,2597,173,1811,265,769,944,4237
274,275,3262982.000000000000000,0.236981675299000,1,4233,4232,420.921344954000006,331.406781928999976,1373458772.000000000000000,2505,177,1989,308,856,1109,4233
275,276,4161825.000000000000000,0.302262243801000,1,4133,4132,639.305967214000020,436.714614874000006,2660679557.000000000000000,2725,265,2169,541,1293,1498,4133
276,277,8024879.000000000000000,0.582825547151000,1,4567,4566,997.523143215000005,741.857880793000049,8005002524.000000000000000,4419,528,4538,777,2019,2329,4567
277,278,5213734.000000000000000,0.378659587422000,1,4531,4530,754.008257038000011,629.964483866000023,3931198486.000000000000000,4249,505,2678,593,1579,2013,4531
278,279,1398769.000000000000000,0.101588859815000,1,4431,4430,628.404337671000008,468.954359789000023,878992507.000000000000000,3340,482,2270,568,1050,1389,4431
279,280,4697.000000000000000,0.000341130575921,1,1112,1111,147.255269320999986,83.506986817699996,691658.000000000000000,357,86,1,131,241,300,1112
280,281,3610.000000000000000,0.000262184666612,1,727,726,168.667036010999993,112.229360245999999,608888.000000000000000,363,135,1,152,308,400,727
281,282,130906.000000000000000,0.009507353453600,1,2190,2189,489.492880387000014,324.508659050000006,64077555.000000000000000,1561,151,1305,452,921,1120,2190
282,283,3356.000000000000000,0.000243737324418,7,1171,1164,252.545292014000012,196.666827189000003,847542.000000000000000,394,126,24,175,497,608,1171
283,284,6790013.000000000000000,0.493140524846000,1,4685,4684,1022.835905170000046,663.157237129000009,6945069093.000000000000000,4334,690,4419,852,1865,2430,4685
284,285,10104068.000000000000000,0.733831495846000,1,4637,4636,1052.932171079999989,663.867169819999958,10638898256.000000000000000,4357,693,4339,879,1911,2470,4637
285,286,8224078.000000000000000,0.597292838953000,1,4607,4606,1004.093940139999972,706.500019154000029,8257746883.000000000000000,4333,587,4216,817,1952,2443,4607
286,287,9913379.000000000000000,0.719982262635000,1,4629,4628,868.505661994999969,627.674410443000056,8609825791.000000000000000,4306,483,4259,693,1683,2067,4629
287,288,5912865.000000000000000,0.429435606301000,1,4611,4610,745.150534977999996,558.408825374000003,4405974518.000000000000000,4150,320,3808,593,1485,1763,4611
288,289,4473485.000000000000000,0.324897277928000,1,4354,4353,551.270103956999947,438.222524345000011,2466098541.000000000000000,3495,311,2439,430,1179,1415,4354
289,290,5170192.000000000000000,0.375497248155000,1,4280,4279,586.353657271999964,434.267361744000027,3031560988.000000000000000,3601,342,2755,476,1174,1418,4280
290,291,9567692.000000000000000,0.694875938301000,1,4387,4386,733.163974027999984,537.253116126999998,7014687089.000000000000000,4068,479,4030,597,1413,1707,4387
291,292,5317859.000000000000000,0.386221908311000,1,4238,4237,621.998868718000040,462.182070527999997,3307702282.000000000000000,3644,182,3543,531,1211,1526,4238
292,293,3652479.000000000000000,0.265269803025000,1,4450,4449,498.006542953000007,507.706223501000011,1818958440.000000000000000,3992,173,2464,303,1054,1469,4450
293,294,5567155.000000000000000,0.404327611538000,1,4383,4382,671.834846882999955,468.724713404999989,3740208727.000000000000000,3725,273,2726,570,1319,1571,4383
294,295,9385227.000000000000000,0.681623992264000,1,4742,4741,1014.547878380000043,777.533909476999952,9521762141.000000000000000,4415,472,4375,774,2104,2424,4742
295,296,8564568.000000000000000,0.622021719046000,1,4498,4497,877.558551348000037,712.254693861999954,7515909887.000000000000000,4424,430,4407,669,1822,2248,4498
296,297,7485193.000000000000000,0.543629593139000,1,4479,4478,717.340795755000045,503.852366339000014,5369434303.000000000000000,4241,556,3560,624,1225,1639,4479
297,298,1141366.000000000000000,0.082894366812200,1,4227,4226,540.156432730999995,248.592349431000002,616516187.000000000000000,1648,566,1318,540,836,921,4227
298,299,5793.000000000000000,0.000420730131214,2,2029,2027,621.098221992000049,425.244706129999997,3598022.000000000000000,770,804,2,521,1258,1385,2029
299,300,44405.000000000000000,0.003225016653990,1,2268,2267,363.638869496999973,354.529265235000025,16147384.000000000000000,1259,115,605,201,852,1128,2268
300,301,361.000000000000000,0.000026218466661,1,504,503,144.650969529000008,103.589350436999993,52219.000000000000000,144,117,4,117,313,414,504
301,302,8264596.000000000000000,0.600235553170000,1,4672,4671,1132.014101839999967,711.951634327999955,9355639218.000000000000000,4448,685,4160,942,2109,2640,4672
302,303,5844479.000000000000000,0.424468913611000,1,4642,4641,989.079917474000013,691.378710214999955,5780656807.000000000000000,4347,657,4307,805,1872,2553,4642
303,304,7434324.000000000000000,0.539935113414000,1,4614,4613,984.877330339999958,665.528885164000030,7321897174.000000000000000,4356,619,3902,805,1831,2381,4614
304,305,10177452.000000000000000,0.739161179939000,1,4700,4699,1065.051735839999992,714.542999771000041,10839512919.000000000000000,4371,597,4226,863,2009,2561,4700
305,306,7820936.000000000000000,0.568013711289000,1,4718,4717,837.925619516999973,633.372664712999949,6553362643.000000000000000,4263,454,4090,650,1663,2056,4718
306,307,7013724.000000000000000,0.509388057797000,1,4617,4616,703.117996089000030,547.518770405000055,4931475564.000000000000000,4124,452,4166,536,1441,1694,4617
307,308,6477991.000000000000000,0.470479199626000,1,4344,4343,673.901336387000015,481.444324171999995,4365526792.000000000000000,3922,472,3305,542,1327,1578,4344
308,309,7478685.000000000000000,0.543156934466000,1,4372,4371,746.805316710000056,584.556048144999977,5585121720.000000000000000,4112,342,3537,568,1512,1856,4372
309,310,8608492.000000000000000,0.625211801953000,1,4498,4497,752.385996061000014,596.430323939999994,6476908828.000000000000000,4205,485,3922,582,1531,1897,4498
310,311,5908382.000000000000000,0.429110017974000,1,4655,4654,689.499278312999991,574.577370790000032,4073825125.000000000000000,4022,174,3789,552,1451,1777,4655
311,312,7359418.000000000000000,0.534494890523000,1,4453,4452,785.133757724000020,541.064798915999972,5778127509.000000000000000,4129,599,4160,661,1508,1771,4453
312,313,10446326.000000000000000,0.758688781061000,1,4564,4563,953.245001161000005,770.452177100999961,9957908040.000000000000000,4427,497,3554,700,2029,2424,4564
313,314,9904055.000000000000000,0.719305085396000,1,4572,4571,870.047750945999951,646.451592039000047,8617000778.000000000000000,4375,499,3569,706,1715,2145,4572
314,315,5308091.000000000000000,0.385512484538000,1,4496,4495,661.467893071000049,442.682433146999983,3511131770.000000000000000,3896,617,4298,607,1062,1413,4496
315,316,247743.000000000000000,0.017992912980700,1,1615,1614,377.340780567000024,276.538033369999994,93483537.000000000000000,1156,118,1083,350,761,846,1615
316,317,3644.000000000000000,0.000264653995882,1,574,573,129.429473105999989,61.545006589099998,471641.000000000000000,282,126,18,121,196,234,574
317,318,1098972.000000000000000,0.079815403721800,4,4607,4603,1482.120943939999961,931.602627127999995,1628809418.000000000000000,4293,646,55,1292,2878,3304,4607
318,319,373328.000000000000000,0.027113816403600,4,4490,4486,707.285403183999961,513.106175365000013,264049445.000000000000000,2604,273,7,622,1267,1565,4490
319,320,1973926.000000000000000,0.143360977902000,1,4590,4589,974.216303954999944,669.247289817000024,1923030892.000000000000000,4095,616,4315,787,1844,2449,4590
320,321,4616155.000000000000000,0.335259019309000,1,4615,4614,901.509940632000053,544.199875887999951,4161509620.000000000000000,4176,759,4054,784,1509,1936,4615
321,322,6216803.000000000000000,0.451509812174000,1,4737,4736,1083.462038930000062,729.238014291000013,6735670054.000000000000000,4356,692,4176,865,2072,2697,4737
322,323,8805185.000000000000000,0.639497089662000,1,4602,4601,1098.032519930000035,745.889331396999978,9668379474.000000000000000,4363,714,4138,875,2119,2745,4602
323,324,11060283.000000000000000,0.803278839609000,1,4657,4656,1002.153310720000036,681.889764827000022,11084099226.000000000000000,4375,497,4216,820,1907,2374,4657
324,325,10920426.000000000000000,0.793121398911000,1,4595,4594,943.901821961999985,664.891748345999986,10307809998.000000000000000,4284,484,4097,745,1816,2226,4595
325,326,8299265.000000000000000,0.602753470124000,1,4421,4420,810.266751452999983,558.663374692000048,6724618491.000000000000000,4101,472,3260,645,1575,1854,4421
326,327,6342673.000000000000000,0.460651414386000,1,4435,4434,840.443908900999986,623.111627297000041,5330660889.000000000000000,4210,480,3828,656,1636,2010,4435
327,328,8842769.000000000000000,0.642226715288000,1,4484,4483,866.905320833000019,681.446317562999980,7665843497.000000000000000,4288,478,4250,649,1716,2177,4484
328,329,7601300.000000000000000,0.552062134714000,1,4370,4369,796.506999328999996,651.108006779999982,6054488654.000000000000000,4226,463,4195,589,1638,2026,4370
329,330,8781069.000000000000000,0.637745608937000,1,4513,4512,928.286245444999963,774.571215456999994,8151345573.000000000000000,4320,318,4273,690,1955,2586,4513
330,331,8302871.000000000000000,0.603015364282000,1,4590,4589,997.390560205000043,777.391699012999993,8281205158.000000000000000,4426,513,4378,788,2070,2431,4590
331,332,11835228.000000000000000,0.859561026996000,1,4543,4542,802.345590637999976,588.373871109999982,9495943000.000000000000000,4390,572,3649,664,1529,1963,4543
332,333,982813.000000000000000,0.071379085525400,1,4518,4517,650.103786783000032,591.055538137999974,638930453.000000000000000,3494,108,2533,524,1326,1740,4518
333,334,6551599.000000000000000,0.475825152241000,1,2281,2280,654.480113022999944,276.475446142000010,4287891254.000000000000000,2175,659,2094,649,948,1091,2281
334,335,2864795.000000000000000,0.208062416063000,1,2273,2272,438.992014437000023,240.154416870999995,1257622128.000000000000000,1671,551,1703,454,733,799,2273
335,336,10447.000000000000000,0.000758737731882,1,477,476,123.519000669999997,54.267530515300002,1290403.000000000000000,302,105,242,120,191,214,477
336,337,4674.000000000000000,0.000339460147298,1,744,743,155.163671373999989,95.543299043800005,725235.000000000000000,405,84,267,142,276,305,744
337,338,1242.000000000000000,0.000090203145688,1,498,497,150.442834137999995,84.023482460899999,186850.000000000000000,258,94,14,144,261,306,498
338,339,6489425.000000000000000,0.471309620534000,1,4698,4697,1050.901983920000021,755.885655770999961,6819749607.000000000000000,4505,621,4368,805,2113,2728,4698
339,340,7092554.000000000000000,0.515113270337000,1,4699,4698,803.039469843999996,606.830831611999997,5695600804.000000000000000,4335,585,4122,628,1557,2096,4699
340,341,140169.000000000000000,0.010180100425000,3,3442,3439,433.080167512000003,214.909861672000005,60704414.000000000000000,1170,272,20,394,720,811,3442
341,342,1203675.000000000000000,0.087419703208900,1,5022,5021,730.721055102000037,462.469272391000004,879550666.000000000000000,3231,539,2236,632,1276,1567,5022
342,343,5501221.000000000000000,0.399539001065000,1,4672,4671,984.127093422000030,598.817010421999953,5413900633.000000000000000,4203,616,3852,837,1735,2222,4672
343,344,4347253.000000000000000,0.315729384621000,1,4652,4651,1115.399286399999937,734.402288199000054,4848922894.000000000000000,4354,630,4269,905,2145,2719,4652
344,345,5881461.000000000000000,0.427154817583000,1,4510,4509,895.932527649000008,623.164740077000033,5269392220.000000000000000,4291,606,3854,749,1639,2141,4510
345,346,11020550.000000000000000,0.800393137848000,1,4705,4704,1048.315736060000063,637.755353334999995,11553015985.000000000000000,4391,613,4200,904,1837,2307,4705
346,347,11311004.000000000000000,0.821488036783000,1,4480,4479,993.830571627000040,602.823070052000048,11241221571.000000000000000,4244,588,3900,844,1753,2140,4480
347,348,7811733.000000000000000,0.567345321957000,1,4559,4558,910.930838650000055,541.269100187000049,7115948493.000000000000000,4114,632,3883,778,1607,1956,4559
348,349,7080317.000000000000000,0.514224529682000,1,4433,4432,972.477509693000002,602.587484941999946,6885449044.000000000000000,4153,584,3704,817,1769,2148,4433
349,350,9561883.000000000000000,0.694454046132000,1,4379,4378,969.048838602000046,690.008583735000002,9265931616.000000000000000,4261,492,4199,762,1879,2309,4379
350,351,8850059.000000000000000,0.642756168535000,1,4370,4369,802.721784792999983,660.030039576000036,7104135156.000000000000000,4272,370,4238,582,1657,2021,4370
351,352,9472354.000000000000000,0.687951793773000,1,4577,4576,864.536448701000040,728.041427271999964,8189195288.000000000000000,4315,312,4294,642,1751,2218,4577
352,353,8018844.000000000000000,0.582387241206000,1,4554,4553,1023.690769769999974,738.115608937000047,8208816587.000000000000000,4418,561,3562,834,2002,2333,4554
353,354,8230128.000000000000000,0.597732234308000,1,4510,4509,696.229831054999977,556.651276469999971,5730060627.000000000000000,4301,426,4063,581,1338,1768,4510
354,355,2427670.000000000000000,0.176315193793000,1,4507,4506,669.201084991000016,497.299728507999987,1624599398.000000000000000,3648,387,3178,581,1214,1548,4507
355,356,3318777.000000000000000,0.241033917259000,1,2371,2370,632.809813373999987,343.936152128999993,2100154654.000000000000000,2130,727,2007,653,1011,1193,2371
356,357,3476484.000000000000000,0.252487755823000,1,2184,2183,492.886260370999992,278.821111106999979,1713511198.000000000000000,1707,650,1349,533,828,903,2184
357,358,18320.000000000000000,0.001330532712560,1,544,543,111.145960699000000,58.685717271199998,2036194.000000000000000,340,92,237,105,180,205,544
358,359,23803.000000000000000,0.001728748371010,1,503,502,94.675545099399997,60.245591435700000,2253562.000000000000000,337,83,248,87,167,208,503
359,360,1216.000000000000000,0.000088314835069,2,410,408,93.384046052599999,66.987501598999998,113555.000000000000000,191,17,7,82,177,209,410
360,361,5338.000000000000000,0.000387684695395,2,950,948,167.571187710999993,114.371317747000006,894495.000000000000000,433,139,3,140,295,406,950
361,362,1538697.000000000000000,0.111751457053000,1,4698,4697,697.164762132999954,421.703590683000016,1072725328.000000000000000,3151,587,2782,606,1181,1506,4698
362,363,4806070.000000000000000,0.349052038965000,1,4526,4525,495.780455757000027,266.274313462000009,2382755575.000000000000000,2988,481,2948,470,743,872,4526
363,364,359839.000000000000000,0.026134146329400,1,3079,3078,410.059484935999990,190.634792798999996,147555395.000000000000000,1288,297,997,373,670,762,3079
364,365,896217.000000000000000,0.065089849129300,1,4559,4558,581.380566314000021,353.567498906000026,521043147.000000000000000,2486,487,1784,524,964,1203,4559
365,366,7902770.000000000000000,0.573957096333000,1,4525,4524,998.940156806000005,653.588984215999972,7894394303.000000000000000,4291,608,3853,824,1912,2355,4525
366,367,8342968.000000000000000,0.605927502392000,1,4684,4683,1181.772098610000057,718.024962132000041,9859486802.000000000000000,4449,832,4296,1005,2213,2675,4684
367,368,10170139.000000000000000,0.738630056264000,1,4617,4616,1087.547843249999914,724.659537752999995,11060512735.000000000000000,4353,670,3983,902,2089,2613,4617
368,369,9243592.000000000000000,0.671337420171000,1,4557,4556,907.829359084999965,561.921291979999978,8391604201.000000000000000,4184,625,3788,790,1611,1930,4557
369,370,10027684.000000000000000,0.728283929759000,1,4611,4610,878.560685399000022,575.407168052999964,8809928928.000000000000000,4151,476,3710,749,1618,1916,4611
370,371,8652287.000000000000000,0.628392515935000,1,4572,4571,973.548197026000025,623.397837808999952,8423418409.000000000000000,4195,501,4084,824,1781,2144,4572
