OID_,VALUE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN,PCT90,PCT95,PCT100
560,561,11128568.000000000000000,0.808238196939000,1,4881,4880,912.497753708999994,531.084876099999974,10154793302.000000000000000,4107,767,3877,822,1553,1821,4881
561,562,8354092.000000000000000,0.606735408827000,1,4288,4287,954.026313931000004,523.116025005999973,7970023597.000000000000000,4060,768,3618,872,1581,1798,4288
562,563,9058582.000000000000000,0.657900637575000,1,4280,4279,748.624513307000029,475.111608606999994,6781476541.000000000000000,3657,528,3569,675,1399,1597,4280
563,564,1689368.000000000000000,0.122694289713000,1,4145,4144,719.183410008999999,444.362838254999986,1214965439.000000000000000,2609,658,2821,679,1337,1543,4145
564,565,288679.000000000000000,0.020965985421800,1,3831,3830,608.600286130999962,435.425350039000023,175690122.000000000000000,2104,285,2223,545,1144,1386,3831
565,566,165560.000000000000000,0.012024180998400,1,2598,2597,347.675809373999982,170.723970326000000,57561207.000000000000000,952,304,800,340,573,625,2598
566,567,66902.000000000000000,0.004858913730100,1,3502,3501,493.956533437000019,357.183878252999989,33046680.000000000000000,1453,381,840,431,864,1133,3502
567,568,22538.000000000000000,0.001636874796700,1,3975,3974,361.265640252000026,334.315851668999983,8142205.000000000000000,1009,293,1,305,607,849,3975
568,569,986.000000000000000,0.000071610548831,1,737,736,203.258620689999987,116.096348441000004,200413.000000000000000,308,208,13,184,369,425,737
569,570,4347.000000000000000,0.000315711009906,5,2612,2607,476.506556246000002,380.096865283999989,2071374.000000000000000,902,383,11,376,1029,1273,2612
570,571,823874.000000000000000,0.059835770088700,1,3294,3293,523.799188953999987,399.666183013000023,431544533.000000000000000,2582,316,1770,422,1059,1259,3294
571,572,255659.000000000000000,0.018567830936700,1,3042,3041,444.679111628999976,386.495366912000009,113686217.000000000000000,2279,97,1301,350,924,1185,3042
572,573,37646.000000000000000,0.002734128520570,1,2893,2892,272.906178610999973,308.307492401999980,10273826.000000000000000,1111,112,553,174,551,886,2893
573,574,6711.000000000000000,0.000487402021505,1,670,669,126.461034123000005,90.903638806499998,848680.000000000000000,380,82,204,106,251,315,670
574,575,166274.000000000000000,0.012076036913100,1,2255,2254,458.920631006999997,261.343977836000022,76306569.000000000000000,1197,562,1042,466,798,877,2255
575,576,49198.000000000000000,0.003573119453730,1,1299,1298,429.339302411000006,257.708555862000026,21122635.000000000000000,1092,246,915,406,773,869,1299
576,577,144424.000000000000000,0.010489129720400,1,1514,1513,403.060994017999974,216.830563947000002,58211681.000000000000000,1065,472,890,431,660,752,1514
577,578,1072212.000000000000000,0.077871896331700,1,2764,2763,597.142108090999955,342.227383442000018,640262934.000000000000000,2140,635,1718,620,977,1152,2764
578,579,798590.000000000000000,0.057999460639800,1,3367,3366,1128.482182349999903,657.394941730000028,901194586.000000000000000,2699,20,2548,1166,1962,2157,3367
579,580,14764.000000000000000,0.001072269921840,1,2508,2507,495.913641289999987,454.124903217999986,7321669.000000000000000,960,85,139,410,1008,1286,2508
580,581,1210025.000000000000000,0.087880886763700,1,2715,2714,579.225188735999950,287.820282029999987,700876959.000000000000000,1618,728,1474,624,906,1011,2715
581,582,7023765.000000000000000,0.510117308833000,1,4077,4076,649.268714713999998,304.747357442000009,4560310874.000000000000000,2510,738,2331,672,983,1122,4077
582,583,4415539.000000000000000,0.320688814578000,1,4346,4345,1160.928359140000111,783.656906101000004,5126124446.000000000000000,4255,672,4331,908,2402,2780,4346
583,584,5905231.000000000000000,0.428881169252000,1,4527,4526,1015.359608620000017,720.523023861999945,5995933037.000000000000000,4242,560,4169,795,1911,2693,4527
584,585,2104091.000000000000000,0.152814514503000,1,4263,4262,1081.511072479999939,697.692546252000056,2275597714.000000000000000,4025,616,3813,877,2051,2671,4263
585,586,285717.000000000000000,0.020750863266000,1,4197,4196,916.213137475000053,547.461345860000051,261777669.000000000000000,2750,666,4,808,1608,1913,4197
586,587,4746254.000000000000000,0.344707762506000,1,4474,4473,843.424379732000034,467.854922037999984,4003106336.000000000000000,3530,775,3545,774,1426,1602,4474
587,588,10207776.000000000000000,0.741363531138000,1,4303,4302,936.849515408999991,508.207374938999976,9563149999.000000000000000,3959,779,3769,871,1537,1760,4303
588,589,8487759.000000000000000,0.616443286343000,1,4302,4301,871.958502826999961,483.763311145999978,7400973630.000000000000000,3663,761,3040,806,1495,1668,4302
589,590,871698.000000000000000,0.063309099589000,1,4109,4108,729.903363321000029,464.973425159999977,636255302.000000000000000,2572,693,2031,680,1357,1561,4109
590,591,247923.000000000000000,0.018005985900400,1,4102,4101,740.898613682000018,439.909573858999977,183685807.000000000000000,2069,638,2282,736,1294,1514,4102
591,592,135673.000000000000000,0.009853567942730,1,2176,2175,333.122669948999999,160.252165461999994,45195752.000000000000000,906,340,792,321,557,620,2176
592,593,32738.000000000000000,0.002377673577710,1,1393,1392,293.783401551999987,173.184384383999998,9617881.000000000000000,812,106,704,270,538,605,1393
593,594,1226.000000000000000,0.000089041108384,10,877,867,313.069331158000011,181.403628950000012,383823.000000000000000,481,533,10,299,559,634,877
594,595,2599.000000000000000,0.000188758434494,5,1626,1621,340.881877644999975,195.410205509000008,885952.000000000000000,481,304,16,318,561,680,1626
595,596,61183.000000000000000,0.004443558021420,2,3887,3885,749.761208179000050,545.761435969999980,45872640.000000000000000,2115,358,3,609,1467,1926,3887
596,597,37086.000000000000000,0.002693457214950,1,4006,4005,410.353286954999987,369.893570355999998,15218362.000000000000000,1331,189,668,327,776,1123,4006
597,598,4162.000000000000000,0.000302274953584,11,3817,3806,480.017539644000010,416.916580168999985,1997833.000000000000000,550,140,23,388,979,1288,3817
598,599,94417.000000000000000,0.006857254755540,1,3308,3307,512.173295062999955,461.157239312000002,48357866.000000000000000,2133,344,1286,377,1092,1398,3308
599,600,63339.000000000000000,0.004600142548070,1,3215,3214,363.442728808000027,351.336804211000015,23020099.000000000000000,1655,109,796,279,753,1030,3215
600,601,14638.000000000000000,0.001063118878080,1,3010,3009,532.367878124999947,496.936494286000027,7792801.000000000000000,1382,287,437,376,1120,1626,3010
601,602,6402.000000000000000,0.000464960176080,1,2209,2208,192.751015308000007,181.136704291999990,1233992.000000000000000,537,129,3,137,350,504,2209
602,603,15832.000000000000000,0.001149835911860,1,1492,1491,315.974166245999982,257.902165678000017,5002503.000000000000000,949,96,408,243,726,829,1492
603,604,952394.000000000000000,0.069169834729400,1,2459,2458,556.622021978000021,278.054661276999980,530123474.000000000000000,1585,660,1233,592,882,979,2459
604,605,5723813.000000000000000,0.415705264032000,1,2493,2492,632.822460832000047,258.113907492999999,3622157428.000000000000000,1905,680,1725,658,922,1022,2493
605,606,4741236.000000000000000,0.344343318556000,1,2887,2886,567.619438897000009,322.426789810000002,2691217718.000000000000000,2579,636,2460,584,876,1029,2887
606,607,1646720.000000000000000,0.119596879281000,1,2826,2825,452.447486518999995,280.312768005000009,745054325.000000000000000,2208,606,1704,469,734,829,2826
607,608,5712679.000000000000000,0.414896631323000,1,3583,3582,610.599601168000049,269.329886278000004,3488159519.000000000000000,2147,655,1841,636,906,1011,3583
608,609,11771375.000000000000000,0.854923554000000,1,3916,3915,757.672218835999956,288.272858973999973,8918843815.000000000000000,2647,775,2787,747,1089,1258,3916
609,610,12951448.000000000000000,0.940629106931000,1,3926,3925,789.010019883000041,292.953738462999979,10218822244.000000000000000,2883,782,2874,778,1114,1274,3926
610,611,12460465.000000000000000,0.904970321843000,1,3968,3967,702.050683261000017,345.492167354000003,8747877967.000000000000000,3061,751,3389,710,1086,1260,3968
611,612,5602996.000000000000000,0.406930647725000,1,4363,4362,1112.155210359999955,699.295149562000006,6231401195.000000000000000,4239,895,4345,939,1977,2703,4363
612,613,8860286.000000000000000,0.643498928254000,1,4402,4401,1163.666524870000103,690.537636431000010,10310418219.000000000000000,4238,975,4258,1012,2108,2694,4402
613,614,998693.000000000000000,0.072532407549200,1,4239,4238,1116.506039390000069,589.609183058999974,1115046766.000000000000000,3566,896,3817,1003,1803,2348,4239
614,615,41801.000000000000000,0.003035895082840,2,4101,4099,754.420827252999970,401.658849936000024,31535545.000000000000000,1532,862,27,752,1220,1419,4101
615,616,2833460.000000000000000,0.205786638631000,1,4252,4251,1001.585191249999980,587.280434861999993,2837951576.000000000000000,3754,862,3599,882,1748,2199,4252
616,617,6455525.000000000000000,0.468847553997000,1,4278,4277,956.312536471000044,563.224391953999998,6173499487.000000000000000,3860,860,4102,861,1656,1973,4278
617,618,465715.000000000000000,0.033823637676200,1,4132,4131,759.043324780000034,427.236055207999982,353497862.000000000000000,2298,627,2133,706,1315,1555,4132
618,619,30100.000000000000000,0.002186082677290,1,2169,2168,331.310465115999989,247.082067802000012,9972445.000000000000000,1090,215,726,267,663,825,2169
619,620,11886.000000000000000,0.000863248461870,1,870,869,315.384149418999982,155.582644525999996,3748656.000000000000000,709,309,2,310,534,603,870
620,621,17342.000000000000000,0.001259503182380,1,4030,4029,455.249855840999999,356.855172497000012,7894943.000000000000000,1005,437,15,391,751,1045,4030
621,622,146421.000000000000000,0.010634166501400,1,4178,4177,674.364708614000051,540.385574758999951,98741155.000000000000000,2425,367,1434,510,1408,1848,4178
622,623,237892.000000000000000,0.017277461138400,1,3254,3253,734.337464059000013,558.166942764000055,174693008.000000000000000,2521,391,1,558,1550,1944,3254
623,624,103865.000000000000000,0.007543437783280,1,3148,3147,382.888942376999978,338.410669219999988,39768760.000000000000000,1562,119,972,291,830,1091,3148
624,625,10416.000000000000000,0.000756486284607,1,1985,1984,169.824884792999995,153.519602324000005,1768896.000000000000000,573,86,277,127,361,474,1985
625,626,178889.000000000000000,0.012992230699600,1,3782,3781,739.481046905999960,606.405990738000014,132285025.000000000000000,2704,318,1671,588,1570,2067,3782
626,627,52249.000000000000000,0.003794705442050,1,3333,3332,537.579360371000007,518.982136478000029,28087984.000000000000000,1843,259,794,379,1183,1764,3333
627,628,323.000000000000000,0.000023458628065,7,549,542,160.433436532999991,81.768935923100003,51820.000000000000000,123,161,7,150,263,302,549
628,629,4858.000000000000000,0.000352823576288,5,1657,1652,545.210168793999969,355.360164515999998,2648631.000000000000000,838,258,12,513,993,1127,1657
629,630,220281.000000000000000,0.015998421203900,1,2084,2083,513.415374000000043,266.721598447000019,113095652.000000000000000,1364,603,1147,543,841,934,2084
630,631,3171384.000000000000000,0.230329156991000,1,2394,2393,608.565708850999954,271.071807012000022,1929995552.000000000000000,1801,660,1672,637,925,1027,2394
631,632,8931919.000000000000000,0.648701441889000,1,3857,3856,621.192549999999983,254.847820321000000,5548441540.000000000000000,1916,646,1900,641,913,1010,3857
632,633,7766633.000000000000000,0.564069829308000,1,3404,3403,554.345789738999997,291.404736763000017,4305400304.000000000000000,2124,685,2027,590,893,1001,3404
633,634,10545389.000000000000000,0.765883462398000,1,4026,4025,706.128807387000052,269.395188001000008,7446402958.000000000000000,2605,759,3576,713,993,1133,4026
634,635,11857108.000000000000000,0.861150113009000,1,3894,3893,738.785745478999957,314.836975560999974,8759862373.000000000000000,2842,734,3106,725,1081,1291,3894
635,636,12663016.000000000000000,0.919681060460000,1,3980,3979,818.269142042999988,327.592197483999996,10361755238.000000000000000,3029,784,3197,780,1206,1416,3980
636,637,12768164.000000000000000,0.927317679110000,1,3957,3956,755.964129924999952,328.801888528000006,9652273989.000000000000000,3107,766,2662,753,1115,1285,3957
637,638,133398.000000000000000,0.009688340763630,1,4104,4103,943.560143329999960,460.230645842000001,125869036.000000000000000,2304,843,1,889,1542,1741,4104
638,639,236244.000000000000000,0.017157771296100,1,4251,4250,1004.116718310000010,542.410150425999973,237216550.000000000000000,2694,920,1776,947,1631,1934,4251
639,640,6022.000000000000000,0.000437361790121,2,3948,3946,580.571570907000023,510.251304097999991,3496202.000000000000000,857,284,20,439,1307,1568,3948
640,641,124480.000000000000000,0.009040650221570,1,4062,4061,657.555277956000054,535.784802456999955,81852481.000000000000000,2204,146,1323,490,1384,1746,4062
641,642,328088.000000000000000,0.023828155927800,1,3453,3452,646.917936650999991,436.513206948999994,212246012.000000000000000,2386,339,1544,565,1176,1433,3453
642,643,915817.000000000000000,0.066513344826200,1,3307,3306,627.438941404000047,391.339590511999972,574619249.000000000000000,2624,327,1703,570,1098,1329,3307
643,644,6878.000000000000000,0.000499530785861,1,1434,1433,171.728554811999999,119.957306918000000,1181149.000000000000000,531,73,283,147,325,403,1434
644,645,3187.000000000000000,0.000231463305399,6,2565,2559,387.824286163000011,320.992126503999998,1235996.000000000000000,640,369,19,314,747,1038,2565
645,646,2236.000000000000000,0.000162394713170,2,633,631,179.599731663999989,145.956393063999997,401585.000000000000000,406,56,2,128,413,479,633
646,647,9931.000000000000000,0.000721262028843,3,1363,1360,526.921055281000008,239.640165104000005,5232853.000000000000000,907,538,13,551,818,903,1363
647,648,561110.000000000000000,0.040751921961900,1,2623,2622,678.070542317999980,302.611329534999982,380472162.000000000000000,1839,583,1554,667,1057,1201,2623
648,649,6528779.000000000000000,0.474167796537000,1,3702,3701,720.602826807000042,286.044522108000024,4704656603.000000000000000,2079,706,2265,714,1075,1207,3702
649,650,9200384.000000000000000,0.668199338433000,1,3898,3897,704.827209928999991,253.517539039000013,6484680985.000000000000000,2263,706,2066,709,986,1119,3898
650,651,10458176.000000000000000,0.759549414939000,1,3799,3798,713.205362865999973,249.785965475000012,7458827209.000000000000000,2570,742,2754,704,977,1129,3799
651,652,11653156.000000000000000,0.846337623500000,1,3876,3875,759.656709135000028,339.763958990999981,8852398138.000000000000000,2964,728,3486,721,1160,1408,3876
652,653,12381641.000000000000000,0.899245545067000,1,3888,3887,771.493247946999986,358.679303015000016,9552352430.000000000000000,3022,747,3286,746,1193,1421,3888
653,654,12366369.000000000000000,0.898136380461000,1,4005,4004,633.354891641999984,341.721093203000009,7832300298.000000000000000,3000,709,2508,648,1014,1180,4005
654,655,66252.000000000000000,0.004811705964650,3,3583,3580,709.799357000999976,579.217578173999982,47025627.000000000000000,2039,336,721,537,1478,1939,3583
655,656,3606499.000000000000000,0.261930398324000,1,3273,3272,713.274613135999971,398.210328693000008,2572424179.000000000000000,2997,321,2315,665,1196,1408,3273
656,657,2507175.000000000000000,0.182089429782000,1,3543,3542,787.644552534000013,478.522837687999981,1974762731.000000000000000,3102,766,3098,740,1384,1640,3543
657,658,355595.000000000000000,0.025825915934600,1,3384,3383,724.660225818999947,594.628236401999970,257685553.000000000000000,2770,328,1988,538,1564,1927,3384
658,659,7150.000000000000000,0.000519285420021,8,2356,2348,536.096083915999998,282.868569394000019,3833087.000000000000000,959,757,8,548,898,1004,2356
659,660,5766.000000000000000,0.000418769193264,1,884,883,112.615331252000004,94.790345729699993,649340.000000000000000,381,73,186,89,233,314,884
660,661,23323.000000000000000,0.001693887251910,1,1314,1313,95.628006688699998,104.196675373000005,2230332.000000000000000,537,8,284,71,208,271,1314
661,662,22237.000000000000000,0.001615013969930,1,2690,2689,162.541844673000014,273.808158881999987,3614443.000000000000000,898,32,220,75,385,685,2690
662,663,1121934.000000000000000,0.081483072507100,1,2764,2763,727.579393262000053,314.773028755999974,816296059.000000000000000,1936,628,1973,730,1110,1242,2764
663,664,6334449.000000000000000,0.460054127212000,1,3386,3385,680.642991363999954,297.916640547999975,4311498316.000000000000000,2324,734,2360,682,1037,1179,3386
664,665,9256339.000000000000000,0.672263200765000,1,3578,3577,723.910382496000011,257.727749023000001,6700759906.000000000000000,2363,722,2446,713,1015,1169,3578
665,666,11871229.000000000000000,0.862175683556000,1,9658,9657,746.976507403000028,307.424323083999980,8867529177.000000000000000,2873,720,3681,708,1095,1328,9658
666,667,12284611.000000000000000,0.892198515095000,1,3881,3880,766.202124348999973,341.041834189999975,9412495045.000000000000000,2937,742,3226,726,1174,1413,3881
667,668,12370700.000000000000000,0.898450929434000,1,3899,3898,602.374118765000048,286.982789210000021,7451789511.000000000000000,2340,655,2371,616,928,1051,3899
668,669,264577.000000000000000,0.019215521478700,1,3641,3640,823.253544336999994,567.999888167999984,217813953.000000000000000,2753,353,1628,688,1557,2020,3641
669,670,4498936.000000000000000,0.326745716141000,1,3575,3574,763.681863667000016,421.989257522999992,3435755829.000000000000000,3102,665,3064,715,1274,1477,3575
670,671,8523933.000000000000000,0.619070507431000,1,3508,3507,883.597520651999957,402.891107780000027,7531726065.000000000000000,3175,819,2670,850,1361,1565,3508
671,672,3560741.000000000000000,0.258607116891000,1,3492,3491,908.839909726999963,502.052178835000007,3236143529.000000000000000,3180,924,2646,876,1506,1819,3492
672,673,30380.000000000000000,0.002206418330100,1,3144,3143,751.973337721999997,542.686634220999963,22844950.000000000000000,2083,428,737,654,1485,1738,3144
673,674,10154.000000000000000,0.000737457923761,1,951,950,134.018908804000006,125.768609724000001,1360828.000000000000000,530,85,246,98,277,375,951
674,675,9554.000000000000000,0.000693881524878,1,1667,1666,177.432384342000006,176.028876188999988,1695189.000000000000000,659,120,229,119,438,555,1667
675,676,22689.000000000000000,0.001647841523760,1,2321,2320,166.501829079999993,244.271720192000004,3777760.000000000000000,934,65,326,89,356,605,2321
676,677,113171.000000000000000,0.008219307729960,1,2657,2656,357.374389199000007,327.996063309000021,40444417.000000000000000,1429,36,1021,251,840,1017,2657
677,678,1157430.000000000000000,0.084061052265000,1,2420,2419,462.201187113000003,257.166690315999972,534965520.000000000000000,1654,520,1427,468,775,899,2420
678,679,6426799.000000000000000,0.466761261273000,1,3631,3630,575.193311475999963,232.803394413999996,3696651799.000000000000000,1982,521,1678,575,849,947,3631
679,680,10767358.000000000000000,0.782004478538000,1,3878,3877,698.229684477999967,296.405225576000021,7518088979.000000000000000,2777,704,2609,692,1016,1204,3878
680,681,12291555.000000000000000,0.892702839285000,1,3886,3885,736.872140424999998,290.203590823000013,9057304442.000000000000000,2695,721,2795,720,1081,1255,3886
681,682,11943322.000000000000000,0.867411605764000,1,3370,3369,524.684854096999970,315.355259500999978,6266480161.000000000000000,2216,25,1967,562,891,995,3370
682,683,8548670.000000000000000,0.620867089730000,1,4323,4322,883.348615750000022,456.957535952000001,7551455811.000000000000000,3310,879,2849,836,1434,1674,4323
683,684,7620122.000000000000000,0.553429126347000,1,3480,3479,861.063058438999974,371.759458441999982,6561405555.000000000000000,3088,798,2740,832,1318,1496,3480
684,685,2763014.000000000000000,0.200670333638000,1,3164,3163,827.305204751000019,392.521718752000027,2285855863.000000000000000,2820,786,2406,829,1304,1452,3164
685,686,468605.000000000000000,0.034033530664200,1,3292,3291,907.382309193999959,455.426357746000008,425203887.000000000000000,2723,1015,1905,918,1428,1615,3292
686,687,15885.000000000000000,0.001153685160420,1,3130,3129,881.688762984000050,558.226880004000009,14005626.000000000000000,1656,1146,175,952,1509,1734,3130
687,688,4360.000000000000000,0.000316655165216,1,934,933,143.444724771000011,120.712354930000004,625419.000000000000000,473,7,228,110,306,370,934
688,689,5391.000000000000000,0.000391533943963,1,1070,1069,105.374698572000000,109.794931282999997,568075.000000000000000,379,55,160,79,192,278,1070
689,690,7214.000000000000000,0.000523933569235,1,2448,2447,221.200443581999991,302.064797172999988,1595740.000000000000000,640,23,205,109,551,717,2448
690,691,607639.000000000000000,0.044131199068000,1,2366,2365,474.746630811999978,280.289700599000014,288474568.000000000000000,1691,563,1553,502,787,909,2366
691,692,1711186.000000000000000,0.124278872831000,1,2629,2628,555.184226028000012,296.090090848999978,950023475.000000000000000,1835,519,1786,561,912,1006,2629
692,693,6095891.000000000000000,0.442728296271000,1,2577,2576,529.998035233999985,242.277773636999996,3230810253.000000000000000,1806,528,1646,524,834,936,2577
693,694,10179204.000000000000000,0.739288423023000,1,3978,3977,673.956690719999983,275.638117873999988,6860342642.000000000000000,2487,736,2519,699,962,1087,3978
694,695,10941457.000000000000000,0.794648824320000,1,3501,3500,582.333589759000006,279.831612869000026,6371577932.000000000000000,2028,656,2551,613,892,1002,3501
695,696,10722037.000000000000000,0.778712935248000,1,3647,3646,446.136915122000005,315.617926031000025,4783496511.000000000000000,1970,22,1792,448,847,952,3647
696,697,9627769.000000000000000,0.699239170494000,1,3452,3451,865.539760354000009,342.211885773999995,8333216873.000000000000000,2953,820,2950,853,1296,1439,3452
697,698,7409276.000000000000000,0.538115944015000,1,3484,3483,904.379068616000040,304.099431421000020,6700794128.000000000000000,2786,811,2614,897,1253,1392,3484
698,699,4743865.000000000000000,0.344534255811000,1,3484,3483,985.126286688000050,413.417903298999988,4673306112.000000000000000,3108,1090,2611,982,1442,1621,3484
699,700,873993.000000000000000,0.063475779314700,1,3291,3290,907.844633767000005,467.178430975000026,793449855.000000000000000,2886,913,2476,891,1467,1722,3291
700,701,28431.000000000000000,0.002064867661060,1,1280,1279,207.897365551999997,181.654740494000009,5910730.000000000000000,798,102,519,155,465,565,1280
701,702,40440.000000000000000,0.002937049284710,1,2552,2551,207.647304649000006,211.810823000999989,8397257.000000000000000,871,9,624,148,464,582,2552
702,703,264717.000000000000000,0.019225689305100,1,2845,2844,638.845344273000023,475.148218480000025,169113223.000000000000000,2056,19,1828,612,1261,1479,2845
703,704,1237256.000000000000000,0.089858601627000,1,2751,2750,633.693436120000001,356.692158765999977,784041006.000000000000000,2043,526,1701,621,1069,1253,2751
704,705,6431970.000000000000000,0.467136817204000,1,3601,3600,667.353008021000051,328.836762454999985,4292394527.000000000000000,2349,769,2113,685,1060,1227,3601
705,706,8131616.000000000000000,0.590577570631000,1,3093,3092,592.399633234000021,293.734272169000008,4817166336.000000000000000,2217,504,2199,584,942,1078,3093
706,707,9192992.000000000000000,0.667662477198000,1,3329,3328,609.676762473000053,304.235722771999974,5604753600.000000000000000,2394,758,2608,619,966,1108,3329
707,708,9029071.000000000000000,0.655757332396000,1,3047,3046,383.922837909000009,295.059847316999992,3466466562.000000000000000,2080,27,1956,342,780,920,3047
708,709,11175343.000000000000000,0.811635340368000,1,3607,3606,818.695538562000024,323.733028753999974,9149203456.000000000000000,2628,703,2467,780,1233,1392,3607
709,710,11216625.000000000000000,0.814633541866000,1,3838,3837,827.580648991999965,288.042450303000010,9282661797.000000000000000,2882,703,3235,790,1175,1332,3838
710,711,9524938.000000000000000,0.691770829371000,1,3857,3856,882.295176409999954,312.016111180999985,8403806853.000000000000000,3170,784,2818,854,1242,1404,3857
711,712,7905653.000000000000000,0.574166480929000,1,3994,3993,930.275026870000033,394.330364689000021,7354431557.000000000000000,3628,848,3118,897,1364,1573,3994
712,713,4347104.000000000000000,0.315718563149000,1,3880,3879,899.667912936999983,410.579578931000015,3910949983.000000000000000,3236,833,2569,881,1373,1578,3880
713,714,2345652.000000000000000,0.170358445321000,1,4263,4262,854.298200244999975,498.464811659000020,2003886282.000000000000000,3203,864,3125,849,1451,1731,4263
714,715,4677001.000000000000000,0.339678101919000,1,3685,3684,877.870861050000030,481.316111513999999,4105802895.000000000000000,3022,904,2862,877,1490,1691,3685
715,716,9302096.000000000000000,0.675586409571000,1,3888,3887,856.625480859000049,418.613803689000008,7968412459.000000000000000,3030,812,3517,835,1399,1598,3888
716,717,4745834.000000000000000,0.344677259026000,1,3622,3621,567.882724090000011,344.320730906999984,2695077140.000000000000000,2583,502,2734,535,981,1164,3622
717,718,4481000.000000000000000,0.325443072324000,1,3046,3045,408.662326713000027,283.399690233000001,1831215886.000000000000000,2174,28,2285,388,754,905,3046
718,720,8063074.000000000000000,0.585599548077000,1,3547,3546,740.617059696999945,386.859098315999972,5971650158.000000000000000,2538,691,2424,710,1250,1396,3547
719,721,11057783.000000000000000,0.803097271280000,1,2888,2887,797.936393126999974,285.549055233999979,8823407483.000000000000000,2294,702,2769,765,1170,1312,2888
720,722,7993037.000000000000000,0.580512947663000,1,3764,3763,761.534284277999973,306.596000903999993,6086971711.000000000000000,2665,713,2696,750,1130,1275,3764
721,723,10557757.000000000000000,0.766781717234000,1,3840,3839,879.416014216000008,305.568123644000025,9284660580.000000000000000,3079,741,2806,844,1252,1400,3840
722,724,5512742.000000000000000,0.400375740551000,1,3917,3916,922.056260568999960,440.324713599999995,5083058274.000000000000000,3589,817,3045,880,1429,1694,3917
723,725,11224876.000000000000000,0.815232789978000,1,3934,3933,1025.456172339999966,420.497798385000010,11510618378.000000000000000,3788,836,3018,956,1512,1784,3934
724,726,12005164.000000000000000,0.871903025197000,1,3770,3769,1146.894131730000026,426.071519448999993,13768652142.000000000000000,3258,883,2994,1100,1677,1880,3770
725,727,11798435.000000000000000,0.856888849589000,1,3719,3718,886.746664452000005,448.630154096000012,10462222882.000000000000000,3050,776,2974,830,1498,1679,3719
726,728,3530583.000000000000000,0.256416821828000,1,3034,3033,540.735021383000003,317.665595267000015,1909109874.000000000000000,2291,533,1737,531,921,1055,3034
727,729,7100022.000000000000000,0.515655651249000,1,3892,3891,720.539307765999979,373.713746610999976,5115844937.000000000000000,3170,657,2402,688,1190,1372,3892
728,730,10072241.000000000000000,0.731519985767000,1,3948,3947,851.544520330999944,323.468792908000012,8576961631.000000000000000,3274,698,3160,812,1251,1404,3948
729,731,5681484.000000000000000,0.412631021718000,1,3830,3829,828.408128052000052,362.035801503000016,4706587525.000000000000000,2991,698,3129,811,1258,1411,3830
730,732,10092924.000000000000000,0.733022136864000,1,3915,3914,880.534874135999985,363.425499023999976,8887171564.000000000000000,3634,773,3740,831,1289,1493,3915
731,733,6505187.000000000000000,0.472454372533000,1,3920,3919,953.924207712999987,478.972336579999990,6205455355.000000000000000,3771,754,3675,879,1519,1826,3920
732,734,12276320.000000000000000,0.891596361890000,1,3866,3865,1165.203704369999969,439.006012714000008,14304413540.000000000000000,3343,901,3213,1114,1718,1928,3866
733,735,12535278.000000000000000,0.910403790393000,1,3783,3782,1132.871502010000086,466.522876342000018,14200859216.000000000000000,3272,822,3213,1116,1706,1900,3783
734,736,4569814.000000000000000,0.331893396141000,1,3311,3310,429.425729362000027,333.606144587000017,1962395710.000000000000000,2260,34,2830,399,874,1003,3311
735,737,4037217.000000000000000,0.293212297281000,1,3911,3910,767.035147726999980,479.763516905000017,3096687338.000000000000000,3611,724,3158,707,1332,1610,3911
736,738,11900604.000000000000000,0.864309111418000,1,3910,3909,840.488641500999961,319.667158420000021,10002322489.000000000000000,3299,679,3072,787,1247,1399,3910
737,739,8136006.000000000000000,0.590896404616000,1,3840,3839,779.156664829999954,316.657196274999990,6339223300.000000000000000,2818,680,2360,742,1184,1321,3840
738,740,4890097.000000000000000,0.355154695747000,1,3849,3848,733.378100066000002,382.101922172000002,3586290047.000000000000000,3087,705,2445,706,1209,1402,3849
739,741,2670849.000000000000000,0.193976635633000,1,3847,3846,818.059531632000017,426.927566008999975,2184913482.000000000000000,3216,752,2651,789,1325,1560,3847
740,742,4678760.000000000000000,0.339805853395000,1,3872,3871,854.375670048999950,414.670872479000025,3997418710.000000000000000,3152,625,3133,800,1388,1637,3872
741,743,10621766.000000000000000,0.771430520094000,1,3994,3993,1073.257776250000006,534.769212330999949,11399892957.000000000000000,3581,888,3628,990,1771,2071,3994
742,744,8564511.000000000000000,0.622017579288000,1,3958,3957,926.656504381999980,564.834345096999982,7936359825.000000000000000,3926,706,3644,818,1558,1998,3958
743,745,6795201.000000000000000,0.493517315442000,1,3896,3895,732.591766748000055,368.494984347000013,4978108306.000000000000000,3292,692,2776,715,1146,1356,3896
744,746,3547912.000000000000000,0.257675380856000,1,3854,3853,687.826103634999981,393.404635053999982,2440346487.000000000000000,3102,703,2718,662,1147,1395,3854
745,747,4365505.000000000000000,0.317054978675000,1,3854,3853,835.410277619999988,391.265833828999973,3646987744.000000000000000,3168,770,2672,805,1308,1500,3854
746,748,466131.000000000000000,0.033853850646100,1,3055,3054,391.111003129999972,380.692454391000012,182308963.000000000000000,1972,32,1612,277,898,1077,3055
747,749,1608506.000000000000000,0.116821498436000,1,3879,3878,770.533039976000055,462.339901514000019,1239407018.000000000000000,3185,761,2525,739,1289,1589,3879
