OID_	year_of_di	BA	Grids	agb	CCI_10	treecover_	Afforest	Deforest	2020pnf	Disturb
1076061	2.0009999	0.960177426	730	58.7	35	49	-9999	0	2	117
1076062	2.0050001	1	730	41.4	3	64	-9999	0	2	21
1076063	2.0050001	1	730	77.5	14	79	-9999	0	2	121
1076064	2.0050001	1	730	49.8	11	86	-9999	0	2	121
1076065	2.0050001	1	730	0.6	-9999	76	2016	0	2	21
1076066	2.0050001	0.993455927	730	2.3	-9999	64	2017	0	2	121
1076067	2.0050001	1	730	14.7	-9999	72	-9999	2004	2	121
1076068	2.007	1	730	120.6	54	51	-9999	0	2	123
1076069	2.007	0.966048434	730	161.9	54	27	-9999	0	2	123
1076070	2.007	0.970375033	730	68.1	48	74	-9999	0	2	123
1076071	2.007	0.973590241	730	39.5	19	62	-9999	0	2	123
1076072	2.007	1	730	39.9	16	74	-9999	0	2	123
1076073	2.007	1	730	56	10	67	-9999	0	2	123
1076074	2.007	0.98412188	730	82.1	13	37	-9999	0	2	123
1076075	2.007	1	730	54.3	42	58	-9999	0	2	123
1076076	2.007	0.963320858	730	73.5	34	59	-9999	0	2	123
1076077	2.007	0.98540707	730	68.2	13	60	-9999	0	2	123
1076078	2.0079999	1	730	71.1	24	67	-9999	0	2	124
1076079	2.0079999	1	730	53.2	18	60	-9999	0	2	124
1076080	2.0079999	1	730	47.6	17	75	-9999	0	2	124
1076081	2.0079999	1	730	19.4	18	67	-9999	0	2	124
1076082	2.0079999	1	730	38.2	33	79	-9999	0	2	124
1076083	2.0079999	1	730	48.6	20	74	-9999	0	2	124
1076084	2.0090001	0.980130212	730	58.9	36	75	-9999	0	2	125
1076085	2.0090001	1	730	54.1	43	45	-9999	0	2	125
1076086	2.0090001	1	730	62.6	34	80	-9999	0	2	125
1076087	2.0090001	1	730	70.3	37	72	-9999	0	2	125
1076088	2.0090001	0.961678115	730	52.9	35	74	-9999	0	2	125
1076089	2.0090001	0.99050762	730	63.9	53	55	-9999	0	2	125
1076090	2.0090001	1	730	61.7	40	56	-9999	0	2	125
1076091	2.0179999	0.974827715	730	37.4	3	60	-9999	0	2	134
1076092	2.0179999	1	730	24.3	1	58	-9999	0	2	134
1076093	2.0179999	0.967942114	730	48.5	-9999	58	-9999	0	2	134
1076094	2.0179999	0.989741724	730	35.8	1	64	-9999	0	2	134
1076095	2.0179999	0.997538363	730	44.8	-9999	60	-9999	0	2	134
1076096	2.0179999	1	730	26.3	7	47	-9999	0	2	134
1076097	2.0179999	1	730	34.8	14	64	-9999	0	2	134
1076098	2.0179999	0.986240045	730	50.5	1	62	-9999	0	2	134
1076099	2.0179999	1	730	9.5	-9999	49	-9999	0	2	134
1076100	2.0179999	1	730	13.7	-9999	45	-9999	0	2	34
1076101	2.0179999	1	730	15.3	-9999	56	-9999	0	2	34
1076102	2.0179999	1	730	20.2	10	60	-9999	0	2	134
1076103	2.0179999	1	730	22.1	-9999	25	-9999	0	2	134
1076104	2.0179999	1	730	18.3	-9999	58	-9999	0	2	134
1076105	2.0179999	1	730	14.9	-9999	64	-9999	0	2	134
1076106	2.0179999	1	730	36.8	15	56	-9999	0	2	134
1076107	2.0179999	1	730	24.3	2	59	-9999	0	2	134
1076108	2.0179999	1	730	27.1	-9999	63	-9999	0	2	134
1076109	2.0179999	1	730	40.5	-9999	63	-9999	0	2	134
1076110	2.0179999	1	730	37	-9999	63	-9999	0	2	134
1076111	2.0179999	1	730	43.6	-9999	55	-9999	0	2	134
1076112	2.0179999	1	730	25.1	-9999	54	-9999	0	2	134
1076113	2.0179999	1	730	85.1	12	56	-9999	0	2	134
1076114	2.0179999	0.988423092	730	6.9	10	58	-9999	0	2	134
1076115	2.0179999	1	730	17.2	-9999	62	-9999	0	2	134
1076116	2.0179999	1	730	16.8	-9999	59	-9999	0	2	134
1076117	2.0179999	0.975512782	730	59.9	10	63	-9999	0	2	134
1076118	2.0179999	0.998226515	730	42.3	8	59	-9999	0	2	134
1076119	2.0179999	0.999288348	730	17.8	-9999	62	-9999	0	2	134
1076120	2.0179999	0.975207524	730	15.8	-9999	62	-9999	0	2	34
1076121	2.0179999	1	730	14.2	-9999	58	-9999	0	2	134
1076122	2.0179999	1	730	14.6	3	63	1990	0	2	34
1076123	2.0179999	1	730	15	1	62	-9999	0	2	134
1076124	1.9859999	1	730	96.8	80	82	-9999	0	2	102
1076125	1.9859999	1	730	146.3	69	64	-9999	0	2	102
1076126	1.9859999	1	730	73.5	71	80	-9999	0	2	102
1076127	1.9859999	1	730	81.9	72	58	-9999	0	2	102
1076128	1.9859999	1	730	111.2	76	82	-9999	0	2	102
1076129	1.9859999	1	730	78.4	75	82	-9999	0	2	102
1076130	1.9859999	0.99122033	730	62	34	71	-9999	0	2	102
1076131	1.9859999	0.960772166	730	56.9	41	58	-9999	0	2	102
1076132	1.9859999	1	730	78.2	108	75	-9999	0	2	102
1076133	1.9859999	1	730	66.3	115	87	-9999	0	2	102
1076134	1.9859999	1	730	81.6	120	49	-9999	0	2	102
1076135	1.9859999	1	730	66.1	87	72	-9999	0	2	102
1076136	1.9859999	1	730	73.7	90	64	-9999	0	2	102
1076137	1.9859999	1	730	106.6	87	87	-9999	0	2	102
1076138	1.9859999	1	730	110.2	95	78	-9999	0	2	102
1076139	1.9859999	1	730	70	102	98	-9999	0	2	102
1076140	1.9859999	1	730	93.5	116	86	-9999	0	2	102
1076141	1.9859999	1	730	69.7	123	83	-9999	0	2	102
1076142	1.9859999	0.985326269	730	94.4	96	68	-9999	0	2	102
1076143	1.9859999	1	730	73.5	110	75	-9999	0	2	102
1076144	1.9859999	1	730	129.7	110	87	-9999	0	2	102
1076145	1.9859999	1	730	152.7	110	98	-9999	0	2	102
1076146	1.9859999	1	730	107.8	115	71	-9999	0	2	102
1076147	1.9859999	0.982046652	730	66	126	88	-9999	0	2	102
1076148	1.9859999	1	730	190.5	111	71	-9999	0	2	102
1076149	1.9859999	1	730	96.7	125	97	-9999	0	2	102
1076150	1.9859999	1	730	90.7	125	78	-9999	0	2	102
1076151	1.9859999	0.996370732	730	177.6	126	86	-9999	0	2	102
1076152	1.9859999	0.997237856	730	73.5	110	90	-9999	0	2	102
1076153	1.9859999	0.991616925	730	88.2	118	90	-9999	0	2	102
1076154	1.9859999	1	730	119.4	77	64	-9999	0	2	102
1076155	1.9859999	0.970448303	730	59.9	75	71	-9999	0	2	102
1076156	1.9859999	1	730	84.2	81	63	-9999	0	2	102
1076157	1.9859999	1	730	133.4	117	63	-9999	0	2	102
1076158	1.9859999	1	730	82.2	118	78	-9999	0	2	102
1076159	1.9859999	1	730	121.4	98	71	-9999	0	2	102
1076160	1.9859999	1	730	100.9	130	74	-9999	0	2	102
1076161	1.9859999	1	730	161.4	86	64	-9999	0	2	102
1076162	1.9859999	1	730	102.4	68	58	-9999	0	2	102
1076163	1.9859999	0.960777778	730	146.8	94	63	-9999	0	2	102
1076164	1.992	1	730	114.9	69	71	-9999	0	2	108
1076165	1.9960001	1	730	59.3	39	60	-9999	0	2	112
1076166	1.9960001	0.980554888	730	67	34	71	-9999	0	2	112
1076167	1.9960001	0.990056281	730	62.6	39	63	-9999	0	2	112
1076168	1.9960001	1	730	61.4	35	62	-9999	0	2	112
1076169	1.9960001	1	730	72.5	39	59	-9999	0	2	112
1076170	1.9960001	0.969113711	730	73.2	30	56	-9999	0	2	112
1076171	1.9960001	0.950245043	730	63.1	28	64	-9999	0	2	112
1076172	1.9960001	1	730	67.3	28	56	-9999	0	2	112
1076173	1.9960001	0.980101677	730	59.5	30	56	-9999	0	2	112
1076174	2.0139999	0.991409525	730	65.3	9	60	-9999	0	2	130
1076350	1.9859999	0.982700749	730	94.4	96	67	-9999	0	2	102
1076351	1.9859999	0.994384232	730	152.8	78	78	-9999	0	2	102
1076352	1.9859999	0.991018982	730	166.5	111	72	-9999	0	2	102
1076353	1.9859999	1	730	65.1	76	75	-9999	0	2	102
1076354	1.9859999	1	730	89.8	83	59	-9999	0	2	102
1076355	1.9859999	1	730	60.3	61	78	-9999	0	2	102
1076356	1.9859999	1	730	124.8	70	79	-9999	0	2	102
1076357	1.9859999	1	730	146.8	101	82	-9999	0	2	102
1076358	1.9859999	1	730	109.3	114	78	-9999	0	2	102
1076359	1.9859999	0.964146396	730	71.1	76	78	-9999	0	2	102
1076360	1.9859999	1	730	57	70	72	-9999	0	2	102
1076361	1.9859999	0.983888291	730	72.9	51	89	-9999	0	2	102
1076362	1.9859999	1	730	126	110	76	-9999	0	2	102
1076363	1.9859999	1	730	97.9	132	79	-9999	0	2	102
1076364	1.9859999	0.970315266	730	106.2	132	75	-9999	0	2	102
1076365	1.9859999	1	730	136.5	89	78	-9999	0	2	102
1076366	1.9859999	1	730	120	92	85	-9999	0	2	102
1076367	1.9859999	0.986837714	730	137.7	92	85	-9999	0	2	102
1076368	1.9859999	0.997661648	730	137.3	138	72	-9999	0	2	102
1076369	1.9859999	0.963074713	730	80	69	79	-9999	0	2	102
1076370	1.9859999	1	730	68.3	66	67	-9999	0	2	102
1076371	1.9859999	0.986803497	730	78.6	126	59	-9999	0	2	102
1076372	1.9859999	0.963160173	730	36.5	62	74	-9999	0	2	102
1076373	1.9859999	0.983427995	730	80.9	99	75	-9999	0	2	102
1076374	1.9859999	1	730	81	117	95	-9999	0	2	102
1076375	1.9859999	0.972910321	730	64.1	93	85	-9999	0	2	102
1076376	1.9859999	0.953493616	730	92.2	98	74	-9999	0	2	102
1076377	1.9859999	1	730	96.6	91	95	-9999	0	2	102
1076378	1.9859999	1	730	80.2	91	72	-9999	0	2	102
1076379	1.9859999	1	730	99.8	73	91	-9999	0	2	102
1076380	1.9859999	1	730	182.2	77	72	-9999	0	2	102
1076381	1.9859999	1	730	93.1	79	74	-9999	0	2	102
1076382	1.9859999	1	730	74.1	87	78	-9999	0	2	102
1076383	1.9859999	1	730	163.3	96	70	-9999	0	2	102
1076384	1.9859999	0.983207504	730	149.7	98	76	-9999	0	2	102
1076385	1.9859999	0.995246527	730	148.5	114	79	-9999	0	2	102
1076386	1.9859999	0.995052708	730	69.2	77	79	-9999	0	2	102
1076387	1.9859999	0.96323297	730	104.8	87	96	-9999	0	2	102
1076388	1.9859999	0.973307632	730	82	101	79	-9999	0	2	102
1076389	1.9859999	0.986705941	730	125.7	76	83	-9999	0	2	102
1076390	1.9859999	1	730	62.7	80	91	-9999	0	2	102
1076391	1.9859999	0.954051817	730	86.7	80	14	-9999	0	2	102
1076392	1.9859999	0.967345876	730	62.7	76	52	-9999	0	2	102
1076393	1.9859999	1	730	67.9	93	63	-9999	0	2	102
1076394	1.9859999	1	730	62.8	64	76	-9999	0	2	102
1076395	1.9859999	1	730	67.6	81	56	-9999	0	2	102
1076396	1.9859999	1	730	107.5	79	11	-9999	0	2	102
1076397	1.9859999	0.972259757	730	53.3	90	77	-9999	0	2	102
1076398	1.9859999	0.981659327	730	152.5	107	87	-9999	0	2	102
1076399	1.9859999	0.962419824	730	89.9	127	71	-9999	0	2	102
1076400	1.9859999	1	730	90.1	126	76	-9999	0	2	102
1076401	1.9859999	0.994137382	730	83.2	105	72	-9999	0	2	102
1076402	1.9859999	0.968282442	730	74.7	101	78	-9999	0	2	102
1076403	1.9859999	1	730	123.5	101	86	-9999	0	2	102
1076404	1.9859999	0.986513648	730	97.7	99	72	-9999	0	2	102
1076405	1.9859999	1	730	75.5	129	71	-9999	0	2	102
1076406	1.9859999	1	730	81.6	100	89	-9999	0	2	102
1076407	1.9859999	1	730	75.8	123	90	-9999	0	2	102
1076408	1.9859999	0.966134274	730	100.7	93	60	-9999	0	2	102
1076409	1.9859999	1	730	72.9	109	98	-9999	0	2	102
1076410	1.9859999	0.952114675	730	104	114	78	-9999	0	2	102
1076411	1.9859999	0.955938667	730	63.4	85	68	-9999	0	2	102
1076412	1.9859999	0.95495791	730	78.5	103	78	-9999	0	2	102
1076413	1.9859999	0.979508786	730	71.3	91	78	-9999	0	2	102
1076414	1.9859999	0.970435143	730	113.9	98	74	-9999	0	2	102
1076415	1.9859999	0.998635199	730	152.5	124	71	-9999	0	2	102
1076416	1.9859999	1	730	105.7	114	64	-9999	0	2	102
1076417	1.9859999	1	730	105.3	105	89	-9999	0	2	102
1076418	1.9859999	1	730	110.5	145	78	-9999	0	2	102
1076419	1.9859999	1	730	83	129	58	-9999	0	2	102
1076420	1.9859999	1	730	70.9	139	67	-9999	0	2	102
1076421	1.9859999	0.989129145	730	76	110	60	-9999	0	2	102
1076422	1.9859999	1	730	74.6	103	75	-9999	0	2	102
1076423	1.9859999	1	730	97.6	133	63	-9999	0	2	102
1076424	1.9859999	0.973931082	730	89.9	89	63	-9999	0	2	102
1076425	1.9859999	1	730	123.1	118	60	-9999	0	2	102
1076426	1.9859999	1	730	112.7	119	78	-9999	0	2	102
1076427	1.9859999	1	730	106.5	106	64	-9999	0	2	102
1076428	1.9859999	1	730	134.7	102	78	-9999	0	2	102
1076429	1.9859999	1	730	143.8	99	72	-9999	0	2	102
1076430	1.9859999	1	730	95.7	89	72	-9999	0	2	102
1076431	1.9859999	1	730	93	82	83	-9999	0	2	102
1076432	1.9859999	1	730	104.9	93	49	-9999	0	2	102
1076433	1.9859999	1	730	69.8	89	73	-9999	0	2	102
1076434	1.9859999	1	730	72.5	82	71	-9999	0	2	102
1076435	1.9859999	0.96830964	730	89.5	94	72	-9999	0	2	102
1076436	1.9859999	0.987437907	730	114.1	102	72	-9999	0	2	102
1076437	1.9859999	1	730	100.6	94	85	-9999	0	2	102
1076438	1.9859999	1	730	88.3	94	78	-9999	0	2	102
1076439	1.9859999	0.965215692	730	93.8	50	78	-9999	0	2	102
1076440	1.9859999	0.994542315	730	75.7	82	64	-9999	0	2	102
1076441	1.9859999	0.967252049	730	48.4	101	64	-9999	0	2	102
1076442	1.9859999	0.959077172	730	54	102	72	-9999	0	2	102
1076443	1.9859999	1	730	63	81	64	-9999	0	2	102
1076444	1.9859999	1	730	114.8	82	70	-9999	0	2	102
1076445	1.9859999	1	730	47.1	66	78	-9999	0	2	102
1076446	1.9859999	1	730	147.1	58	76	-9999	0	2	102
1076447	1.9859999	1	730	59.5	80	65	-9999	0	2	102
1076448	1.9859999	1	730	156	83	75	-9999	0	2	102
1076449	1.9859999	0.984917457	730	78	69	60	-9999	0	2	102
1076450	1.9859999	1	730	74	74	60	-9999	0	2	102
1076451	1.9859999	1	730	87.7	68	60	-9999	0	2	102
1076452	1.9859999	1	730	73.5	71	43	-9999	0	2	102
1076453	1.9859999	0.986666496	730	81.6	82	60	-9999	0	2	102
1076454	1.9859999	1	730	65.4	64	78	-9999	0	2	102
1076455	1.9859999	1	730	88.4	81	78	-9999	0	2	102
1076456	1.9859999	1	730	41.6	80	62	-9999	0	2	102
1076457	1.9859999	1	730	58.6	58	86	-9999	0	2	102
1076458	1.9859999	0.993709222	730	60.9	67	93	-9999	0	2	102
1076459	1.9859999	1	730	90.4	82	90	-9999	0	2	102
1076460	1.9859999	0.990643297	730	113.1	50	79	-9999	0	2	102
1076461	1.9859999	1	730	63.8	90	89	-9999	0	2	102
1076462	1.9859999	1	730	178.4	89	78	-9999	0	2	102
1076463	1.9859999	1	730	105.4	92	75	-9999	0	2	102
1076464	1.9859999	1	730	97.4	77	90	-9999	0	2	102
1076465	1.9859999	1	730	81.7	67	78	-9999	0	2	102
1076466	1.9859999	1	730	65.9	88	55	-9999	0	2	102
1076467	1.9859999	1	730	57.5	64	52	-9999	0	2	102
1076468	1.9859999	1	730	98.3	45	74	-9999	0	2	102
1076469	1.9859999	1	730	138	44	74	-9999	0	2	102
1076470	1.9859999	1	730	49.3	93	81	-9999	0	2	102
1076471	1.9859999	1	730	51.1	107	54	-9999	0	2	102
1076472	1.9859999	1	730	89.9	94	63	-9999	0	2	102
1076473	1.9859999	0.990608044	730	63.6	52	60	-9999	0	2	102
1076474	1.9859999	0.973805918	730	71.2	56	58	-9999	0	2	102
1076475	1.9859999	0.954878876	730	85.3	58	79	-9999	0	2	102
1076476	1.9859999	0.970517107	730	100.6	95	58	-9999	0	2	102
1076477	1.9859999	1	730	58	57	62	-9999	0	2	102
1076478	1.9859999	1	730	73.7	55	60	-9999	0	2	102
1076479	1.9859999	1	730	64.7	58	59	-9999	0	2	102
1076480	1.9859999	1	730	101.3	63	72	-9999	0	2	102
1076481	1.9859999	1	730	117.2	63	65	-9999	0	2	102
1076482	1.9859999	1	730	104.2	68	83	-9999	0	2	102
1076483	1.9859999	1	730	101.9	54	67	-9999	0	2	102
1076484	1.9859999	1	730	21.1	56	82	-9999	0	2	102
1076485	1.9859999	0.979543396	730	98.9	68	71	-9999	0	2	102
1076486	1.9859999	0.950547435	730	53.9	92	90	-9999	0	2	102
1076487	1.9859999	1	730	40.7	53	91	-9999	0	2	102
1076488	1.9859999	1	730	47.8	41	71	-9999	0	2	102
1076489	1.9859999	1	730	51.7	50	72	-9999	0	2	102
1076490	1.9859999	1	730	65.8	60	64	-9999	0	2	102
1076491	1.9859999	0.975695591	730	62.2	83	63	-9999	0	2	102
1076492	1.9859999	1	730	98.9	66	75	-9999	0	2	102
1076493	1.9859999	1	730	50.5	116	64	-9999	0	2	102
1076494	1.9859999	1	730	88.9	97	47	-9999	0	2	102
1076495	1.9859999	1	730	119.9	79	64	-9999	0	2	102
1076496	1.9859999	1	730	95.8	55	72	-9999	0	2	102
1076497	1.9859999	0.968112246	730	118	49	68	-9999	0	2	102
1076498	1.9859999	0.97407943	730	44.7	24	71	-9999	0	2	102
1076499	1.9859999	1	730	92.7	46	71	-9999	0	2	102
1076500	1.9859999	1	730	102.7	53	70	-9999	0	2	102
1076501	1.9859999	0.98837077	730	98	44	63	-9999	0	2	102
1076502	1.9859999	1	730	16.4	33	56	-9999	0	2	102
1076503	1.9859999	0.956457785	730	76.5	71	60	-9999	0	2	102
1076504	1.9859999	0.993899849	730	54	23	66	-9999	0	2	102
1076505	1.9859999	0.999310798	730	44.2	25	72	-9999	0	2	102
1076506	1.9859999	0.998674886	730	49.2	40	63	-9999	0	2	102
1076507	1.9859999	0.965177528	730	16.3	27	62	-9999	0	2	102
1076508	1.9859999	1	730	60.3	108	75	-9999	0	2	102
1076509	1.9859999	1	730	212.1	112	63	-9999	0	2	102
1076510	1.9859999	1	730	111.1	112	70	-9999	0	2	102
1076511	1.9859999	1	730	43.7	95	87	-9999	0	2	102
1076512	1.9859999	1	730	173.5	93	95	-9999	0	2	102
1076513	1.9859999	1	730	153.1	93	70	-9999	0	2	102
1076514	1.989	1	730	168.4	106	74	-9999	0	2	105
1076515	1.989	1	730	123.3	71	78	-9999	0	2	105
1076516	1.9960001	0.969499863	730	111.3	123	74	-9999	0	2	112
1076517	2.0050001	0.98016916	730	28.1	12	72	-9999	0	2	121
1076518	2.0050001	0.981388751	730	28.4	13	76	-9999	0	2	121
1076519	2.0050001	1	730	32.1	18	79	2011	0	2	121
1076520	2.0050001	1	730	32.9	17	76	2011	0	2	21
1076521	2.0050001	1	730	21.3	8	45	-9999	0	2	121
1076522	2.0050001	1	730	22	34	89	-9999	0	2	21
1076523	2.0050001	1	730	30.6	23	44	-9999	0	2	121
1076524	2.0050001	0.970758078	730	52.4	22	76	2011	0	2	121
1076525	2.0050001	1	730	54.5	31	49	-9999	0	2	121
1076526	2.0050001	1	730	33.4	25	89	-9999	0	2	121
1076527	2.0050001	0.999194497	730	18.5	15	85	-9999	0	2	21
1076528	2.0120001	1	730	115.6	88	78	-9999	0	2	128
1076999	1.9859999	1	730	99.2	128	80	-9999	0	2	102
1077000	1.9859999	1	730	133.8	89	71	-9999	0	2	102
1077003	1.9859999	0.992874729	730	69.6	101	85	-9999	0	2	102
1077004	1.9859999	0.970874017	730	85.4	100	82	-9999	0	2	102
1077005	1.9859999	1	730	66.6	88	78	-9999	0	2	102
1077006	1.9859999	1	730	70.7	77	82	-9999	0	2	102
1077007	1.9859999	1	730	57.3	39	67	-9999	0	2	102
1077008	1.9859999	1	730	61.7	67	78	-9999	0	2	102
1077009	1.9859999	1	730	49.5	68	61	-9999	0	2	102
1077010	1.9859999	1	730	118.3	82	67	-9999	0	2	102
1077011	1.9859999	1	730	158.8	124	72	-9999	0	2	102
1077012	1.9859999	1	730	123.1	125	74	-9999	0	2	102
1077013	1.9859999	1	730	113.3	49	62	-9999	0	2	102
1077014	1.9859999	1	730	65.1	75	75	-9999	0	2	102
1077015	1.9859999	1	730	72.2	91	71	-9999	0	2	102
1077016	1.9859999	1	730	155.1	129	74	-9999	0	2	102
1077017	1.9859999	1	730	124.3	129	89	-9999	0	2	102
1077018	1.9859999	0.95754053	730	162.4	128	72	-9999	0	2	102
1077019	1.9859999	0.993877914	730	129.2	117	67	-9999	0	2	102
1077020	1.9859999	1	730	134.6	131	88	-9999	0	2	102
1077021	1.9859999	0.977381128	730	108	121	67	-9999	0	2	102
1077022	1.99	0.954332485	730	83.2	81	55	-9999	0	2	106
1077023	2.0050001	0.952218362	730	24.5	7	63	-9999	0	2	121
1077024	2.0050001	0.971767543	730	37.5	22	70	2009	0	2	121
